DEPTH,GR,NPHI,RHOB,RT,DEPTH
3425.8,86.714,0.272,2.55,2.272,3425.8
3425.9,87.881,0.268,2.547,2.272,3425.9
3426.0,86.634,0.266,2.55,2.28,3426.0
3426.1,84.179,0.264,2.553,2.336,3426.1
3426.2,86.452,0.262,2.553,2.341,3426.2
3426.3,86.043,0.26,2.55,2.324,3426.3
3426.4,86.917,0.257,2.547,2.345,3426.4
3426.5,89.934,0.254,2.547,2.368,3426.5
3426.6,88.908,0.254,2.548,2.435,3426.6
3426.7,90.505,0.259,2.55,2.467,3426.7
3426.8,89.762,0.265,2.553,2.539,3426.8
3426.9,88.107,0.268,2.556,2.582,3426.9
3427.0,89.142,0.266,2.561,2.693,3427.0
3427.1,91.034,0.26,2.567,2.83,3427.1
3427.2,92.619,0.256,2.574,2.877,3427.2
3427.3,94.237,0.255,2.58,2.863,3427.3
3427.4,95.157,0.26,2.583,2.732,3427.4
3427.5,97.201,0.27,2.582,2.458,3427.5
3427.6,97.669,0.278,2.579,2.316,3427.6
3427.7,100.588,0.28,2.573,2.159,3427.7
3427.8,99.506,0.282,2.566,2.165,3427.8
3427.9,102.002,0.284,2.558,2.151,3427.9
3428.0,104.076,0.289,2.554,2.162,3428.0
3428.1,103.971,0.294,2.558,2.115,3428.1
3428.2,103.08,0.296,2.567,2.135,3428.2
3428.3,103.606,0.294,2.57,2.109,3428.3
3428.4,103.653,0.293,2.564,2.081,3428.4
3428.5,105.385,0.295,2.55,2.073,3428.5
3428.6,100.333,0.3,2.535,2.114,3428.6
3428.7,95.054,0.305,2.527,2.152,3428.7
3428.8,94.178,0.307,2.527,2.19,3428.8
3428.9,93.295,0.308,2.527,2.228,3428.9
3429.0,89.502,0.306,2.527,2.204,3429.0
3429.1,88.214,0.3,2.527,2.229,3429.1
3429.2,87.288,0.293,2.525,2.163,3429.2
3429.3,89.526,0.29,2.522,2.15,3429.3
3429.4,91.126,0.288,2.521,2.152,3429.4
3429.5,90.547,0.285,2.52,2.145,3429.5
3429.6,90.7,0.281,2.52,2.153,3429.6
3429.7,86.861,0.277,2.522,2.139,3429.7
3429.8,86.679,0.276,2.523,2.129,3429.8
3429.9,88.139,0.278,2.523,2.083,3429.9
3430.0,91.576,0.281,2.521,2.111,3430.0
3430.1,93.444,0.284,2.521,2.084,3430.1
3430.2,94.558,0.286,2.52,2.115,3430.2
3430.3,93.334,0.288,2.519,2.092,3430.3
3430.4,91.904,0.29,2.517,2.119,3430.4
3430.5,93.702,0.292,2.516,2.102,3430.5
3430.6,93.291,0.295,2.518,2.018,3430.6
3430.7,94.844,0.295,2.521,1.926,3430.7
3430.8,96.971,0.294,2.523,1.88,3430.8
3430.9,97.326,0.296,2.524,1.988,3430.9
3431.0,97.384,0.299,2.521,1.998,3431.0
3431.1,96.521,0.302,2.518,2.045,3431.1
3431.2,96.343,0.304,2.515,2.001,3431.2
3431.3,97.448,0.308,2.514,2.045,3431.3
3431.4,98.334,0.31,2.513,1.975,3431.4
3431.5,98.82,0.312,2.512,2.025,3431.5
3431.6,100.96,0.309,2.511,2.046,3431.6
3431.7,100.342,0.306,2.511,2.122,3431.7
3431.8,103.21,0.301,2.508,2.215,3431.8
3431.9,105.254,0.294,2.504,2.269,3431.9
3432.0,104.458,0.289,2.5,2.315,3432.0
3432.1,105.6,0.287,2.498,2.311,3432.1
3432.2,104.314,0.29,2.498,2.299,3432.2
3432.3,106.276,0.294,2.503,2.24,3432.3
3432.4,105.091,0.298,2.51,2.228,3432.4
3432.5,103.132,0.299,2.52,2.135,3432.5
3432.6,102.308,0.3,2.531,2.112,3432.6
3432.7,107.201,0.301,2.544,2.099,3432.7
3432.8,106.466,0.302,2.557,2.055,3432.8
3432.9,104.323,0.302,2.567,2.047,3432.9
3433.0,103.582,0.303,2.572,1.972,3433.0
3433.1,99.832,0.303,2.571,1.892,3433.1
3433.2,96.866,0.302,2.565,1.882,3433.2
3433.3,93.241,0.302,2.555,1.879,3433.3
3433.4,89.772,0.303,2.545,1.885,3433.4
3433.5,86.844,0.306,2.541,1.901,3433.5
3433.6,83.635,0.31,2.544,1.901,3433.6
3433.7,82.304,0.314,2.552,1.876,3433.7
3433.8,78.473,0.313,2.555,1.873,3433.8
3433.9,77.519,0.305,2.549,1.901,3433.9
3434.0,74.111,0.293,2.534,1.821,3434.0
3434.1,70.241,0.283,2.518,1.874,3434.1
3434.2,64.753,0.275,2.507,1.855,3434.2
3434.3,63.761,0.276,2.507,1.737,3434.3
3434.4,63.914,0.274,2.518,1.573,3434.4
3434.5,64.386,0.278,2.535,1.466,3434.5
3434.6,65.438,0.281,2.55,1.442,3434.6
3434.7,63.306,0.287,2.558,1.479,3434.7
3434.8,61.591,0.293,2.559,1.441,3434.8
3434.9,59.356,0.297,2.556,1.395,3434.9
3435.0,60.551,0.296,2.554,1.459,3435.0
3435.1,61.873,0.291,2.55,1.486,3435.1
3435.2,62.285,0.285,2.546,1.415,3435.2
3435.3,61.338,0.281,2.54,1.371,3435.3
3435.4,62.505,0.283,2.533,1.425,3435.4
3435.5,63.13,0.289,2.529,1.57,3435.5
3435.6,62.336,0.297,2.529,1.589,3435.6
3435.7,60.984,0.303,2.534,1.59,3435.7
3435.8,63.357,0.302,2.543,1.622,3435.8
3435.9,62.879,0.298,2.553,1.619,3435.9
3436.0,63.026,0.294,2.555,1.665,3436.0
3436.1,62.375,0.295,2.548,1.636,3436.1
3436.2,59.907,0.298,2.537,1.624,3436.2
3436.3,62.695,0.302,2.528,1.634,3436.3
3436.4,63.711,0.305,2.525,1.624,3436.4
3436.5,62.6,0.315,2.524,1.618,3436.5
3436.6,64.195,0.322,2.521,1.629,3436.6
3436.7,65.55,0.327,2.516,1.6,3436.7
3436.8,66.392,0.33,2.511,1.579,3436.8
3436.9,66.578,0.334,2.51,1.578,3436.9
3437.0,68.279,0.337,2.512,1.585,3437.0
3437.1,67.801,0.337,2.514,1.552,3437.1
3437.2,69.392,0.331,2.512,1.549,3437.2
3437.3,66.884,0.319,2.504,1.545,3437.3
3437.4,65.882,0.31,2.491,1.505,3437.4
3437.5,65.407,0.307,2.479,1.487,3437.5
3437.6,64.082,0.309,2.472,1.46,3437.6
3437.7,62.269,0.313,2.469,1.467,3437.7
3437.8,58.794,0.313,2.47,1.496,3437.8
3437.9,56.297,0.304,2.473,1.511,3437.9
3438.0,55.576,0.293,2.478,1.606,3438.0
3438.1,55.439,0.283,2.485,1.618,3438.1
3438.2,53.175,0.278,2.492,1.61,3438.2
3438.3,53.178,0.273,2.498,1.615,3438.3
3438.4,54.709,0.269,2.502,1.632,3438.4
3438.5,54.81,0.264,2.507,1.72,3438.5
3438.6,54.312,0.257,2.517,1.787,3438.6
3438.7,52.745,0.248,2.528,1.894,3438.7
3438.8,52.36,0.238,2.538,1.942,3438.8
3438.9,50.084,0.232,2.542,1.996,3438.9
3439.0,49.818,0.228,2.542,2.006,3439.0
3439.1,50.15,0.23,2.54,2.063,3439.1
3439.2,48.176,0.234,2.542,2.198,3439.2
3439.3,49.206,0.238,2.548,2.233,3439.3
3439.4,49.617,0.242,2.558,2.265,3439.4
3439.5,47.916,0.241,2.566,2.159,3439.5
3439.6,46.524,0.234,2.565,2.058,3439.6
3439.7,47.128,0.228,2.552,2.07,3439.7
3439.8,49.934,0.22,2.532,2.053,3439.8
3439.9,50.413,0.213,2.517,2.054,3439.9
3440.0,46.287,0.207,2.51,2.138,3440.0
3440.1,44.282,0.202,2.511,2.143,3440.1
3440.2,44.097,0.199,2.514,2.206,3440.2
3440.3,42.299,0.199,2.519,2.248,3440.3
3440.4,42.782,0.198,2.523,2.293,3440.4
3440.5,43.465,0.194,2.525,2.278,3440.5
3440.6,42.014,0.187,2.523,2.312,3440.6
3440.7,42.241,0.184,2.517,2.316,3440.7
3440.8,40.578,0.179,2.508,2.316,3440.8
3440.9,40.371,0.18,2.501,2.322,3440.9
3441.0,39.817,0.183,2.494,2.305,3441.0
3441.1,39.116,0.186,2.489,2.3,3441.1
3441.2,36.891,0.189,2.483,2.239,3441.2
3441.3,35.849,0.193,2.476,2.211,3441.3
3441.4,35.765,0.198,2.47,2.233,3441.4
3441.5,35.972,0.202,2.468,2.238,3441.5
3441.6,34.655,0.208,2.469,2.243,3441.6
3441.7,35.97,0.211,2.471,2.241,3441.7
3441.8,36.723,0.212,2.468,2.248,3441.8
3441.9,38.495,0.214,2.46,2.218,3441.9
3442.0,36.682,0.217,2.449,2.258,3442.0
3442.1,35.719,0.219,2.437,2.271,3442.1
3442.2,35.339,0.218,2.426,2.235,3442.2
3442.3,35.151,0.216,2.42,2.245,3442.3
3442.4,34.192,0.223,2.422,2.254,3442.4
3442.5,34.557,0.234,2.429,2.263,3442.5
3442.6,34.444,0.242,2.437,2.269,3442.6
3442.7,35.691,0.251,2.444,2.279,3442.7
3442.8,35.967,0.262,2.45,2.253,3442.8
3442.9,33.638,0.265,2.462,2.493,3442.9
3443.0,33.939,0.269,2.477,2.597,3443.0
3443.1,33.29,0.265,2.49,2.542,3443.1
3443.2,32.951,0.262,2.494,2.489,3443.2
3443.3,33.073,0.267,2.489,2.421,3443.3
3443.4,34.583,0.275,2.483,2.578,3443.4
3443.5,35.377,0.278,2.48,2.842,3443.5
3443.6,34.92,0.276,2.482,3.009,3443.6
3443.7,34.2,0.274,2.485,2.99,3443.7
3443.8,35.331,0.272,2.486,3.055,3443.8
3443.9,34.535,0.269,2.481,3.059,3443.9
3444.0,34.276,0.263,2.47,3.113,3444.0
3444.1,35.132,0.259,2.455,3.037,3444.1
3444.2,34.164,0.258,2.439,3.308,3444.2
3444.3,32.583,0.263,2.427,3.714,3444.3
3444.4,33.397,0.271,2.421,3.877,3444.4
3444.5,33.156,0.275,2.424,4.127,3444.5
3444.6,33.315,0.277,2.437,4.361,3444.6
3444.7,32.649,0.276,2.456,4.607,3444.7
3444.8,32.821,0.276,2.474,4.673,3444.8
3444.9,32.642,0.275,2.484,4.655,3444.9
3445.0,31.421,0.276,2.484,4.534,3445.0
3445.1,31.106,0.275,2.479,4.586,3445.1
3445.2,31.686,0.272,2.479,4.144,3445.2
3445.3,31.601,0.271,2.487,4.154,3445.3
3445.4,29.974,0.275,2.502,4.01,3445.4
3445.5,27.838,0.274,2.519,3.993,3445.5
3445.6,28.15,0.273,2.529,4.167,3445.6
3445.7,29.401,0.271,2.529,4.254,3445.7
3445.8,28.919,0.264,2.52,4.095,3445.8
3445.9,28.064,0.257,2.511,4.084,3445.9
3446.0,28.527,0.254,2.506,4.147,3446.0
3446.1,28.987,0.252,2.501,4.15,3446.1
3446.2,29.986,0.25,2.494,3.539,3446.2
3446.3,29.116,0.249,2.49,2.642,3446.3
3446.4,28.645,0.248,2.497,3.06,3446.4
3446.5,28.156,0.245,2.515,4.135,3446.5
3446.6,27.575,0.237,2.532,3.774,3446.6
3446.7,27.92,0.229,2.534,2.325,3446.7
3446.8,27.383,0.222,2.519,2.111,3446.8
3446.9,27.633,0.211,2.501,2.262,3446.9
3447.0,26.901,0.202,2.492,3.253,3447.0
3447.1,28.724,0.192,2.497,3.939,3447.1
3447.2,27.604,0.187,2.508,4.099,3447.2
3447.3,25.974,0.185,2.516,4.233,3447.3
3447.4,27.043,0.181,2.518,4.069,3447.4
3447.5,27.511,0.181,2.514,4.443,3447.5
3447.6,26.62,0.182,2.508,5.289,3447.6
3447.7,27.667,0.185,2.504,5.54,3447.7
3447.8,29.771,0.187,2.502,6.243,3447.8
3447.9,28.554,0.192,2.501,10.087,3447.9
3448.0,28.4,0.194,2.498,3.567,3448.0
3448.1,27.006,0.195,2.494,3.928,3448.1
3448.2,26.992,0.196,2.493,4.142,3448.2
3448.3,28.047,0.197,2.497,4.208,3448.3
3448.4,28.424,0.196,2.506,4.341,3448.4
3448.5,28.36,0.192,2.513,4.247,3448.5
3448.6,28.839,0.187,2.514,4.189,3448.6
3448.7,28.622,0.187,2.506,4.098,3448.7
3448.8,29.297,0.19,2.491,4.123,3448.8
3448.9,30.685,0.187,2.479,4.465,3448.9
3449.0,31.221,0.187,2.477,4.666,3449.0
3449.1,29.131,0.183,2.487,4.828,3449.1
3449.2,30.292,0.175,2.503,4.946,3449.2
3449.3,30.256,0.164,2.52,5.021,3449.3
3449.4,30.77,0.157,2.533,5.123,3449.4
3449.5,31.215,0.154,2.541,5.189,3449.5
3449.6,29.954,0.158,2.547,5.247,3449.6
3449.7,28.56,0.16,2.557,4.892,3449.7
3449.8,28.173,0.165,2.578,4.924,3449.8
3449.9,29.24,0.164,2.612,5.061,3449.9
3450.0,27.862,0.174,2.655,5.055,3450.0
3450.1,26.904,0.173,2.699,4.91,3450.1
3450.2,23.594,0.173,2.729,5.07,3450.2
3450.3,23.086,0.171,2.741,5.24,3450.3
3450.4,23.595,0.164,2.74,5.304,3450.4
3450.5,24.738,0.162,2.736,5.19,3450.5
3450.6,25.34,0.163,2.74,4.521,3450.6
3450.7,25.465,0.163,2.75,3.824,3450.7
3450.8,24.977,0.163,2.758,3.794,3450.8
3450.9,25.81,0.162,2.761,4.147,3450.9
3451.0,27.09,0.166,2.752,5.868,3451.0
3451.1,28.074,0.171,2.732,5.434,3451.1
3451.2,27.585,0.177,2.705,4.772,3451.2
3451.3,27.307,0.183,2.682,4.23,3451.3
3451.4,27.347,0.189,2.666,4.142,3451.4
3451.5,28.882,0.197,2.661,4.321,3451.5
3451.6,30.162,0.206,2.663,4.411,3451.6
3451.7,29.638,0.216,2.671,4.674,3451.7
3451.8,29.867,0.226,2.684,4.973,3451.8
3451.9,29.219,0.237,2.706,4.128,3451.9
3452.0,28.05,0.247,2.733,1.658,3452.0
3452.1,27.933,0.254,2.754,1.071,3452.1
3452.2,29.142,0.26,2.758,3.982,3452.2
3452.3,31.524,0.265,2.741,4.999,3452.3
3452.4,33.106,0.277,2.714,2.61,3452.4
3452.5,34.838,0.288,2.687,0.858,3452.5
3452.6,37.258,0.297,2.669,0.629,3452.6
3452.7,40.516,0.302,2.656,0.891,3452.7
3452.8,41.782,0.303,2.645,1.267,3452.8
3452.9,44.121,0.305,2.632,1.448,3452.9
3453.0,48.889,0.312,2.616,1.998,3453.0
3453.1,50.689,0.32,2.601,2.249,3453.1
3453.2,51.698,0.331,2.597,2.549,3453.2
3453.3,52.53,0.341,2.612,2.729,3453.3
3453.4,52.841,0.347,2.646,2.753,3453.4
3453.5,50.854,0.35,2.692,3.162,3453.5
3453.6,48.386,0.35,2.734,4.037,3453.6
3453.7,46.632,0.35,2.762,4.268,3453.7
3453.8,44.733,0.349,2.773,4.575,3453.8
3453.9,44.562,0.348,2.776,4.557,3453.9
3454.0,44.164,0.35,2.783,4.386,3454.0
3454.1,41.343,0.357,2.805,4.21,3454.1
3454.2,40.558,0.367,2.841,4.033,3454.2
3454.3,38.244,0.379,2.887,4.172,3454.3
3454.4,35.621,0.39,2.929,4.382,3454.4
3454.5,33.743,0.398,2.951,4.533,3454.5
3454.6,31.588,0.405,2.944,4.292,3454.6
3454.7,35.593,0.41,2.916,4.246,3454.7
3454.8,38.371,0.412,2.89,4.788,3454.8
3454.9,39.534,0.409,2.881,5.28,3454.9
3455.0,39.175,0.403,2.887,5.041,3455.0
3455.1,42.276,0.397,2.894,4.309,3455.1
3455.2,43.171,0.399,2.892,3.846,3455.2
3455.3,42.775,0.408,2.884,2.677,3455.3
3455.4,45.273,0.417,2.877,1.788,3455.4
3455.5,46.854,0.424,2.873,1.736,3455.5
3455.6,44.721,0.431,2.87,1.988,3455.6
3455.7,41.73,0.45,2.866,1.861,3455.7
3455.8,41.591,0.468,2.86,1.757,3455.8
3455.9,42.486,0.479,2.853,1.895,3455.9
3456.0,42.941,0.479,2.847,1.867,3456.0
3456.1,44.017,0.477,2.841,1.537,3456.1
3456.2,42.485,0.473,2.831,1.252,3456.2
3456.3,41.824,0.466,2.822,1.31,3456.3
3456.4,41.895,0.455,2.817,1.66,3456.4
3456.5,41.195,0.449,2.825,1.685,3456.5
3456.6,37.557,0.447,2.841,1.643,3456.6
3456.7,38.333,0.45,2.853,1.625,3456.7
3456.8,38.465,0.458,2.852,1.537,3456.8
3456.9,40.502,0.466,2.838,1.417,3456.9
3457.0,44.71,0.472,2.819,1.299,3457.0
3457.1,44.836,0.469,2.803,1.363,3457.1
3457.2,44.213,0.464,2.796,1.481,3457.2
3457.3,45.039,0.453,2.793,1.507,3457.3
3457.4,43.882,0.437,2.787,1.607,3457.4
3457.5,41.434,0.423,2.775,1.72,3457.5
3457.6,42.142,0.404,2.759,1.709,3457.6
3457.7,42.431,0.385,2.741,1.706,3457.7
3457.8,41.91,0.368,2.724,1.898,3457.8
3457.9,40.012,0.363,2.706,1.907,3457.9
3458.0,39.389,0.369,2.689,1.869,3458.0
3458.1,40.376,0.377,2.681,1.802,3458.1
3458.2,40.345,0.374,2.693,1.863,3458.2
3458.3,40.77,0.358,2.724,1.88,3458.3
3458.4,38.047,0.337,2.764,2.311,3458.4
3458.5,35.381,0.322,2.797,2.512,3458.5
3458.6,32.605,0.311,2.815,2.966,3458.6
3458.7,31.253,0.304,2.817,3.199,3458.7
3458.8,29.351,0.301,2.81,3.767,3458.8
3458.9,27.423,0.301,2.802,4.243,3458.9
3459.0,26.907,0.305,2.788,4.428,3459.0
3459.1,27.497,0.308,2.768,4.266,3459.1
3459.2,27.523,0.311,2.75,4.11,3459.2
3459.3,27.993,0.313,2.744,3.648,3459.3
3459.4,27.112,0.313,2.748,3.378,3459.4
3459.5,25.774,0.311,2.751,3.549,3459.5
3459.6,27.006,0.313,2.744,4.028,3459.6
3459.7,27.626,0.314,2.726,3.714,3459.7
3459.8,28.091,0.32,2.708,3.577,3459.8
3459.9,29.608,0.325,2.695,3.209,3459.9
3460.0,29.232,0.33,2.69,3.133,3460.0
3460.1,29.03,0.333,2.692,2.704,3460.1
3460.2,27.543,0.332,2.702,2.5,3460.2
3460.3,25.137,0.329,2.723,2.058,3460.3
3460.4,23.869,0.325,2.751,1.928,3460.4
3460.5,23.68,0.317,2.778,1.984,3460.5
3460.6,25.345,0.308,2.795,2.016,3460.6
3460.7,25.399,0.302,2.794,2.062,3460.7
3460.8,25.838,0.299,2.777,2.336,3460.8
3460.9,25.068,0.298,2.753,2.336,3460.9
3461.0,24.912,0.302,2.729,2.244,3461.0
3461.1,27.313,0.309,2.71,2.581,3461.1
3461.2,28.275,0.317,2.696,2.788,3461.2
3461.3,30.912,0.32,2.683,2.658,3461.3
3461.4,32.502,0.32,2.667,2.291,3461.4
3461.5,31.649,0.32,2.645,2.143,3461.5
3461.6,31.114,0.32,2.619,2.14,3461.6
3461.7,32.591,0.316,2.595,2.167,3461.7
3461.8,34.727,0.306,2.577,2.205,3461.8
3461.9,36.02,0.293,2.565,2.302,3461.9
3462.0,36.145,0.285,2.558,2.224,3462.0
3462.1,37.502,0.287,2.555,2.092,3462.1
3462.2,39.811,0.29,2.555,2.037,3462.2
3462.3,41.378,0.288,2.555,1.97,3462.3
3462.4,44.13,0.279,2.556,1.848,3462.4
3462.5,45.716,0.266,2.553,1.752,3462.5
3462.6,45.707,0.256,2.545,1.705,3462.6
3462.7,46.877,0.252,2.532,1.749,3462.7
3462.8,48.022,0.25,2.519,1.742,3462.8
3462.9,48.947,0.246,2.512,1.654,3462.9
3463.0,50.659,0.239,2.508,1.634,3463.0
3463.1,50.135,0.233,2.503,1.569,3463.1
3463.2,47.745,0.229,2.496,1.579,3463.2
3463.3,47.238,0.229,2.49,1.561,3463.3
3463.4,47.628,0.23,2.488,1.585,3463.4
3463.5,47.448,0.233,2.489,1.634,3463.5
3463.6,47.381,0.237,2.491,1.69,3463.6
3463.7,45.115,0.241,2.495,1.736,3463.7
3463.8,45.792,0.244,2.501,1.753,3463.8
3463.9,45.989,0.244,2.508,1.617,3463.9
3464.0,46.188,0.244,2.515,1.697,3464.0
3464.1,47.24,0.246,2.526,1.84,3464.1
3464.2,48.043,0.244,2.542,1.969,3464.2
3464.3,50.285,0.247,2.561,2.033,3464.3
3464.4,50.711,0.248,2.575,2.134,3464.4
3464.5,51.963,0.249,2.579,2.195,3464.5
3464.6,55.923,0.249,2.575,2.312,3464.6
3464.7,58.495,0.259,2.568,2.474,3464.7
3464.8,58.693,0.269,2.568,2.574,3464.8
3464.9,59.763,0.279,2.578,2.684,3464.9
3465.0,60.55,0.297,2.595,3.109,3465.0
3465.1,64.542,0.319,2.609,2.803,3465.1
3465.2,66.053,0.336,2.612,2.571,3465.2
3465.3,71.133,0.349,2.603,2.757,3465.3
3465.4,71.184,0.355,2.59,2.828,3465.4
3465.5,71.303,0.358,2.584,2.905,3465.5
3465.6,70.794,0.363,2.592,2.761,3465.6
3465.7,67.146,0.368,2.609,2.185,3465.7
3465.8,68.27,0.382,2.623,2.204,3465.8
3465.9,70.807,0.395,2.623,3.022,3465.9
3466.0,70.611,0.401,2.606,3.751,3466.0
3466.1,70.474,0.394,2.584,3.128,3466.1
3466.2,68.383,0.375,2.567,3.004,3466.2
3466.3,61.814,0.357,2.563,3.082,3466.3
3466.4,58.158,0.341,2.568,3.124,3466.4
3466.5,55.776,0.335,2.576,3.267,3466.5
3466.6,52.763,0.336,2.583,3.265,3466.6
3466.7,50.375,0.334,2.584,3.409,3466.7
3466.8,48.348,0.324,2.578,3.332,3466.8
3466.9,47.196,0.306,2.565,3.204,3466.9
3467.0,43.631,0.272,2.549,3.664,3467.0
3467.1,38.572,0.239,2.53,4.032,3467.1
3467.2,34.175,0.215,2.509,4.887,3467.2
3467.3,32.52,0.2,2.488,5.539,3467.3
3467.4,30.144,0.19,2.471,5.828,3467.4
3467.5,26.902,0.186,2.461,5.637,3467.5
3467.6,24.259,0.176,2.454,5.589,3467.6
3467.7,22.681,0.173,2.449,5.61,3467.7
3467.8,21.504,0.167,2.444,6.114,3467.8
3467.9,21.422,0.162,2.441,6.345,3467.9
3468.0,20.336,0.154,2.439,6.634,3468.0
3468.1,20.06,0.152,2.433,6.664,3468.1
3468.2,20.138,0.144,2.425,6.746,3468.2
3468.3,19.229,0.138,2.42,6.64,3468.3
3468.4,18.683,0.133,2.424,7.021,3468.4
3468.5,17.709,0.129,2.438,7.226,3468.5
3468.6,16.962,0.125,2.458,7.381,3468.6
3468.7,17.189,0.123,2.484,7.711,3468.7
3468.8,17.406,0.122,2.515,9.762,3468.8
3468.9,17.075,0.122,2.547,10.488,3468.9
3469.0,17.564,0.122,2.574,9.949,3469.0
3469.1,17.348,0.121,2.592,8.565,3469.1
3469.2,16.584,0.115,2.601,6.476,3469.2
3469.3,17.598,0.112,2.603,5.448,3469.3
3469.4,17.654,0.11,2.596,8.102,3469.4
3469.5,16.575,0.111,2.574,8.415,3469.5
3469.6,15.856,0.117,2.539,12.051,3469.6
3469.7,16.152,0.121,2.499,16.818,3469.7
3469.8,16.464,0.124,2.464,16.962,3469.8
3469.9,16.782,0.128,2.432,19.602,3469.9
3470.0,18.03,0.129,2.4,30.857,3470.0
3470.1,18.477,0.132,2.367,35.475,3470.1
3470.2,17.628,0.137,2.334,38.949,3470.2
3470.3,18.626,0.144,2.3,40.715,3470.3
3470.4,18.99,0.153,2.266,39.253,3470.4
3470.5,17.736,0.162,2.236,43.308,3470.5
3470.6,17.757,0.168,2.215,44.145,3470.6
3470.7,17.687,0.177,2.204,47.4,3470.7
3470.8,16.89,0.179,2.2,49.542,3470.8
3470.9,16.654,0.185,2.198,51.86,3470.9
3471.0,17.146,0.189,2.194,49.794,3471.0
3471.1,17.366,0.191,2.191,49.809,3471.1
3471.2,16.625,0.192,2.188,48.995,3471.2
3471.3,17.576,0.192,2.188,49.396,3471.3
3471.4,18.331,0.192,2.189,48.197,3471.4
3471.5,16.916,0.194,2.191,47.709,3471.5
3471.6,16.498,0.195,2.193,46.425,3471.6
3471.7,16.386,0.195,2.194,45.821,3471.7
3471.8,16.275,0.195,2.196,46.122,3471.8
3471.9,16.732,0.194,2.201,46.369,3471.9
3472.0,17.233,0.192,2.207,47.624,3472.0
3472.1,17.692,0.186,2.213,49.262,3472.1
3472.2,16.449,0.187,2.214,48.925,3472.2
3472.3,16.152,0.182,2.211,48.463,3472.3
3472.4,16.347,0.181,2.205,48.993,3472.4
3472.5,16.518,0.184,2.198,48.733,3472.5
3472.6,16.915,0.185,2.193,51.011,3472.6
3472.7,16.5,0.186,2.191,51.378,3472.7
3472.8,17.09,0.188,2.191,53.725,3472.8
3472.9,17.405,0.188,2.192,55.585,3472.9
3473.0,18.136,0.195,2.192,56.515,3473.0
3473.1,18.295,0.195,2.193,55.997,3473.1
3473.2,17.258,0.194,2.193,54.193,3473.2
3473.3,17.721,0.191,2.194,53.25,3473.3
3473.4,17.296,0.186,2.197,52.71,3473.4
3473.5,17.551,0.184,2.201,51.338,3473.5
3473.6,19.694,0.187,2.204,51.743,3473.6
3473.7,18.701,0.188,2.205,53.485,3473.7
3473.8,16.945,0.186,2.205,53.409,3473.8
3473.9,17.78,0.183,2.205,54.036,3473.9
3474.0,18.208,0.179,2.207,53.957,3474.0
3474.1,17.619,0.177,2.21,54.194,3474.1
3474.2,18.556,0.179,2.211,53.564,3474.2
3474.3,17.109,0.179,2.21,54.041,3474.3
3474.4,16.908,0.184,2.207,55.839,3474.4
3474.5,17.441,0.185,2.205,57.698,3474.5
3474.6,17.343,0.18,2.205,58.731,3474.6
3474.7,17.863,0.181,2.206,59.196,3474.7
3474.8,17.897,0.18,2.207,60.708,3474.8
3474.9,17.903,0.181,2.208,59.563,3474.9
3475.0,18.776,0.184,2.209,58.872,3475.0
3475.1,18.614,0.184,2.211,57.383,3475.1
3475.2,18.97,0.182,2.212,57.827,3475.2
3475.3,18.022,0.177,2.211,58.56,3475.3
3475.4,19.158,0.172,2.207,63.133,3475.4
3475.5,17.54,0.167,2.201,67.168,3475.5
3475.6,17.699,0.172,2.197,73.054,3475.6
3475.7,18.034,0.172,2.198,76.975,3475.7
3475.8,17.482,0.176,2.201,76.38,3475.8
3475.9,17.019,0.18,2.201,71.842,3475.9
3476.0,17.636,0.186,2.196,67.879,3476.0
3476.1,16.36,0.186,2.187,64.932,3476.1
3476.2,14.517,0.181,2.18,64.717,3476.2
3476.3,15.645,0.181,2.178,65.377,3476.3
3476.4,16.293,0.178,2.18,67.413,3476.4
3476.5,16.089,0.174,2.185,67.241,3476.5
3476.6,16.239,0.175,2.193,67.078,3476.6
3476.7,17.259,0.178,2.202,71.36,3476.7
3476.8,18.987,0.175,2.209,80.346,3476.8
3476.9,19.979,0.177,2.213,82.594,3476.9
3477.0,19.847,0.179,2.215,73.92,3477.0
3477.1,18.842,0.181,2.218,49.869,3477.1
3477.2,17.835,0.181,2.219,46.085,3477.2
3477.3,17.71,0.181,2.217,54.546,3477.3
3477.4,18.028,0.184,2.213,64.945,3477.4
3477.5,18.503,0.184,2.209,69.338,3477.5
3477.6,17.835,0.184,2.208,72.107,3477.6
3477.7,18.964,0.182,2.209,69.547,3477.7
3477.8,20.399,0.176,2.213,60.505,3477.8
3477.9,18.506,0.174,2.215,55.946,3477.9
3478.0,16.673,0.169,2.216,65.93,3478.0
3478.1,15.431,0.165,2.215,90.008,3478.1
3478.2,13.889,0.166,2.212,91.576,3478.2
3478.3,15.266,0.167,2.208,87.72,3478.3
3478.4,15.314,0.169,2.204,86.623,3478.4
3478.5,14.756,0.172,2.2,86.895,3478.5
3478.6,14.781,0.172,2.195,86.805,3478.6
3478.7,15.236,0.169,2.19,87.175,3478.7
3478.8,15.56,0.172,2.186,89.235,3478.8
3478.9,16.655,0.172,2.186,90.205,3478.9
3479.0,16.41,0.17,2.187,91.382,3479.0
3479.1,13.753,0.163,2.188,89.619,3479.1
3479.2,14.054,0.163,2.186,90.401,3479.2
3479.3,15.906,0.161,2.183,91.587,3479.3
3479.4,16.668,0.162,2.178,91.587,3479.4
