DEPTH,GR,NPHI,RHOB,RT,DEPTH
3979.3,16.656,0.116,2.398,68.113,3979.3
3979.4,17.316,0.116,2.398,65.766,3979.4
3979.5,18.358,0.116,2.395,67.536,3979.5
3979.6,17.172,0.113,2.391,69.569,3979.6
3979.7,16.384,0.113,2.387,68.359,3979.7
3979.8,17.85,0.113,2.386,68.959,3979.8
3979.9,17.669,0.113,2.389,68.722,3979.9
3980.0,17.424,0.113,2.394,69.944,3980.0
3980.1,18.869,0.114,2.4,70.191,3980.1
3980.2,19.519,0.113,2.406,69.692,3980.2
3980.3,19.123,0.11,2.411,68.597,3980.3
3980.4,19.263,0.11,2.414,68.357,3980.4
3980.5,18.734,0.106,2.416,67.767,3980.5
3980.6,17.781,0.105,2.419,68.478,3980.6
3980.7,18.263,0.104,2.425,68.84,3980.7
3980.8,17.778,0.104,2.434,69.45,3980.8
3980.9,17.755,0.103,2.441,69.884,3980.9
3981.0,16.164,0.103,2.443,69.324,3981.0
3981.1,16.442,0.1,2.438,68.355,3981.1
3981.2,16.087,0.1,2.43,67.298,3981.2
3981.3,17.779,0.1,2.42,67.529,3981.3
3981.4,17.499,0.101,2.411,67.006,3981.4
3981.5,18.329,0.103,2.404,66.379,3981.5
3981.6,20.298,0.105,2.398,66.263,3981.6
3981.7,19.061,0.107,2.391,65.153,3981.7
3981.8,17.099,0.109,2.382,65.592,3981.8
3981.9,17.195,0.111,2.373,65.111,3981.9
3982.0,17.273,0.115,2.364,63.962,3982.0
3982.1,17.356,0.118,2.358,63.751,3982.1
3982.2,16.192,0.121,2.355,63.855,3982.2
3982.3,15.544,0.122,2.353,63.322,3982.3
3982.4,15.226,0.12,2.353,60.232,3982.4
3982.5,16.354,0.121,2.354,60.715,3982.5
3982.6,16.149,0.121,2.357,62.103,3982.6
3982.7,16.969,0.12,2.36,63.855,3982.7
3982.8,17.187,0.119,2.362,63.121,3982.8
3982.9,16.508,0.121,2.363,62.76,3982.9
3983.0,16.077,0.12,2.362,62.404,3983.0
3983.1,16.574,0.119,2.361,63.017,3983.1
3983.2,16.589,0.118,2.361,62.505,3983.2
3983.3,16.25,0.117,2.362,62.812,3983.3
3983.4,15.965,0.117,2.364,62.915,3983.4
3983.5,16.795,0.118,2.368,62.809,3983.5
3983.6,16.361,0.12,2.372,61.696,3983.6
3983.7,17.022,0.121,2.376,61.797,3983.7
3983.8,17.774,0.12,2.377,61.993,3983.8
3983.9,18.109,0.122,2.375,60.517,3983.9
3984.0,16.892,0.122,2.371,56.343,3984.0
3984.1,17.768,0.123,2.369,56.772,3984.1
3984.2,18.859,0.126,2.37,57.295,3984.2
3984.3,19.03,0.123,2.373,57.558,3984.3
3984.4,18.958,0.125,2.375,57.56,3984.4
3984.5,19.357,0.126,2.373,58.186,3984.5
3984.6,16.62,0.126,2.367,58.914,3984.6
3984.7,17.459,0.123,2.359,59.192,3984.7
3984.8,17.666,0.12,2.353,59.382,3984.8
3984.9,17.6,0.117,2.35,60.817,3984.9
3985.0,17.378,0.115,2.352,61.998,3985.0
3985.1,18.425,0.114,2.356,62.302,3985.1
3985.2,18.57,0.114,2.362,62.913,3985.2
3985.3,18.753,0.114,2.367,62.406,3985.3
3985.4,20.284,0.114,2.372,63.648,3985.4
3985.5,21.472,0.115,2.375,64.067,3985.5
3985.6,21.195,0.117,2.38,63.016,3985.6
3985.7,21.415,0.118,2.386,62.304,3985.7
3985.8,20.364,0.122,2.39,63.548,3985.8
3985.9,20.22,0.122,2.388,64.935,3985.9
3986.0,20.578,0.119,2.379,65.822,3986.0
3986.1,19.141,0.123,2.368,68.001,3986.1
3986.2,18.828,0.124,2.36,68.118,3986.2
3986.3,18.926,0.126,2.357,67.418,3986.3
3986.4,18.748,0.123,2.358,67.297,3986.4
3986.5,18.62,0.125,2.361,67.065,3986.5
3986.6,18.998,0.125,2.363,66.607,3986.6
3986.7,18.605,0.126,2.361,66.605,3986.7
3986.8,17.948,0.126,2.354,65.932,3986.8
3986.9,18.525,0.128,2.345,65.819,3986.9
3987.0,18.961,0.13,2.337,66.954,3987.0
3987.1,20.211,0.13,2.332,68.356,3987.1
3987.2,20.05,0.131,2.328,67.881,3987.2
3987.3,20.723,0.132,2.326,67.124,3987.3
3987.4,20.326,0.138,2.324,67.298,3987.4
3987.5,19.628,0.138,2.323,67.534,3987.5
3987.6,18.741,0.141,2.321,68.837,3987.6
3987.7,18.398,0.142,2.317,68.358,3987.7
3987.8,18.943,0.141,2.315,68.354,3987.8
3987.9,19.221,0.137,2.317,66.947,3987.9
3988.0,19.271,0.132,2.322,65.592,3988.0
3988.1,18.692,0.129,2.328,65.043,3988.1
3988.2,18.408,0.129,2.33,65.262,3988.2
3988.3,19.248,0.131,2.329,65.48,3988.3
3988.4,18.913,0.135,2.326,64.279,3988.4
3988.5,19.148,0.138,2.324,62.707,3988.5
3988.6,19.906,0.142,2.319,61.995,3988.6
3988.7,18.256,0.142,2.313,61.496,3988.7
3988.8,17.543,0.138,2.308,61.251,3988.8
3988.9,17.724,0.137,2.308,61.797,3988.9
3989.0,18.254,0.136,2.315,62.199,3989.0
3989.1,18.348,0.134,2.328,62.301,3989.1
3989.2,16.699,0.13,2.343,62.708,3989.2
3989.3,17.713,0.125,2.358,62.555,3989.3
3989.4,19.081,0.121,2.372,62.398,3989.4
3989.5,18.503,0.119,2.382,60.812,3989.5
3989.6,18.262,0.119,2.386,61.895,3989.6
3989.7,17.477,0.12,2.384,61.346,3989.7
3989.8,17.523,0.12,2.379,60.418,3989.8
3989.9,17.667,0.12,2.375,59.189,3989.9
3990.0,17.125,0.121,2.37,58.45,3990.0
3990.1,17.3,0.125,2.362,56.475,3990.1
3990.2,17.114,0.126,2.348,56.0,3990.2
3990.3,17.221,0.126,2.331,55.335,3990.3
3990.4,16.953,0.125,2.318,55.916,3990.4
3990.5,16.184,0.128,2.309,55.542,3990.5
3990.6,15.441,0.133,2.304,55.251,3990.6
3990.7,15.189,0.136,2.299,55.337,3990.7
3990.8,15.85,0.138,2.291,56.603,3990.8
3990.9,17.736,0.139,2.28,58.236,3990.9
3991.0,19.035,0.141,2.267,60.037,3991.0
3991.1,18.463,0.142,2.256,59.471,3991.1
3991.2,17.862,0.144,2.245,59.475,3991.2
3991.3,17.568,0.146,2.235,60.956,3991.3
3991.4,17.666,0.147,2.227,61.101,3991.4
3991.5,19.099,0.149,2.221,60.905,3991.5
3991.6,20.111,0.153,2.218,60.423,3991.6
3991.7,20.246,0.156,2.218,61.198,3991.7
3991.8,22.093,0.16,2.218,60.283,3991.8
3991.9,24.228,0.166,2.217,59.85,3991.9
3992.0,26.475,0.166,2.217,60.338,3992.0
3992.1,26.97,0.172,2.216,64.823,3992.1
3992.2,28.705,0.173,2.214,64.601,3992.2
3992.3,31.871,0.176,2.212,62.603,3992.3
3992.4,31.927,0.179,2.211,59.558,3992.4
3992.5,32.941,0.182,2.211,57.124,3992.5
3992.6,37.202,0.185,2.212,58.834,3992.6
3992.7,38.985,0.187,2.213,63.336,3992.7
3992.8,37.284,0.19,2.212,65.426,3992.8
3992.9,37.527,0.195,2.211,64.823,3992.9
3993.0,37.833,0.2,2.21,64.5,3993.0
3993.1,36.417,0.203,2.21,65.04,3993.1
3993.2,34.958,0.203,2.213,64.488,3993.2
3993.3,33.252,0.202,2.217,60.703,3993.3
3993.4,33.223,0.201,2.22,70.708,3993.4
3993.5,32.404,0.201,2.221,294.917,3993.5
3993.6,30.678,0.202,2.227,62290.77,3993.6
3993.7,28.903,0.202,2.244,62115.012,3993.7
3993.8,27.531,0.203,2.269,31.706,3993.8
3993.9,28.683,0.2,2.29,24.343,3993.9
3994.0,27.184,0.197,2.297,27.138,3994.0
3994.1,26.464,0.19,2.287,36.612,3994.1
3994.2,25.621,0.186,2.27,45.836,3994.2
3994.3,24.476,0.183,2.26,30.226,3994.3
3994.4,22.294,0.183,2.258,27.008,3994.4
3994.5,20.757,0.184,2.261,34.672,3994.5
3994.6,21.13,0.188,2.266,65.16,3994.6
3994.7,20.088,0.192,2.269,183.822,3994.7
3994.8,18.544,0.194,2.268,143.519,3994.8
3994.9,19.647,0.195,2.262,137.04,3994.9
3995.0,19.563,0.195,2.256,117.144,3995.0
3995.1,19.407,0.196,2.252,106.258,3995.1
3995.2,19.069,0.198,2.249,101.922,3995.2
3995.3,18.3,0.198,2.245,83.405,3995.3
3995.4,17.796,0.197,2.228,63.826,3995.4
3995.5,17.295,0.195,2.212,52.763,3995.5
3995.6,17.612,0.194,2.183,43.302,3995.6
3995.7,17.476,0.193,2.157,42.133,3995.7
3995.8,17.878,0.191,2.138,49.2,3995.8
3995.9,17.751,0.188,2.129,50.74,3995.9
3996.0,17.74,0.185,2.127,56.598,3996.0
3996.1,18.748,0.184,2.129,56.517,3996.1
3996.2,19.273,0.185,2.134,58.01,3996.2
3996.3,20.321,0.188,2.139,60.228,3996.3
3996.4,19.531,0.19,2.144,59.658,3996.4
3996.5,18.415,0.19,2.147,59.283,3996.5
3996.6,19.313,0.189,2.147,58.911,3996.6
3996.7,20.199,0.191,2.145,58.091,3996.7
3996.8,18.968,0.187,2.142,57.119,3996.8
3996.9,18.231,0.188,2.141,55.748,3996.9
3997.0,17.585,0.186,2.141,55.327,3997.0
3997.1,18.5,0.18,2.143,53.174,3997.1
3997.2,19.424,0.178,2.145,53.021,3997.2
3997.3,18.583,0.18,2.147,50.791,3997.3
3997.4,18.835,0.186,2.149,49.603,3997.4
3997.5,19.398,0.186,2.151,49.192,3997.5
3997.6,19.555,0.19,2.152,47.807,3997.6
3997.7,18.31,0.189,2.152,47.172,3997.7
3997.8,17.436,0.189,2.15,46.734,3997.8
3997.9,18.561,0.189,2.148,46.393,3997.9
3998.0,19.17,0.193,2.148,45.463,3998.0
3998.1,19.721,0.195,2.149,44.964,3998.1
3998.2,20.79,0.194,2.15,44.445,3998.2
3998.3,20.226,0.192,2.149,43.413,3998.3
3998.4,20.593,0.191,2.147,42.58,3998.4
3998.5,19.82,0.191,2.144,41.873,3998.5
3998.6,19.139,0.192,2.144,41.014,3998.6
3998.7,19.901,0.194,2.147,39.55,3998.7
3998.8,20.344,0.196,2.15,38.024,3998.8
3998.9,20.271,0.198,2.152,36.828,3998.9
3999.0,19.959,0.199,2.153,34.988,3999.0
3999.1,21.28,0.2,2.155,33.85,3999.1
3999.2,21.88,0.205,2.157,33.107,3999.2
3999.3,22.473,0.208,2.156,32.762,3999.3
3999.4,22.907,0.206,2.152,32.255,3999.4
3999.5,23.182,0.206,2.148,31.602,3999.5
3999.6,23.329,0.203,2.146,31.221,3999.6
3999.7,25.297,0.2,2.147,31.993,3999.7
3999.8,25.843,0.196,2.149,32.218,3999.8
3999.9,24.917,0.199,2.153,30.23,3999.9
4000.0,25.328,0.199,2.156,28.511,4000.0
4000.1,22.718,0.2,2.16,27.434,4000.1
4000.2,22.953,0.202,2.165,25.22,4000.2
4000.3,25.074,0.202,2.171,24.696,4000.3
4000.4,26.674,0.202,2.179,24.37,4000.4
4000.5,27.356,0.201,2.191,29.516,4000.5
4000.6,28.394,0.2,2.21,39.509,4000.6
4000.7,29.491,0.198,2.235,35.277,4000.7
4000.8,31.535,0.198,2.261,12.863,4000.8
4000.9,35.168,0.2,2.283,9.081,4000.9
4001.0,37.627,0.201,2.3,8.977,4001.0
4001.1,36.792,0.209,2.318,6.286,4001.1
4001.2,33.718,0.213,2.335,9.142,4001.2
4001.3,31.964,0.214,2.339,194.316,4001.3
4001.4,31.656,0.209,2.32,62115.07,4001.4
4001.5,30.152,0.21,2.282,51.852,4001.5
4001.6,31.086,0.207,2.24,36.321,4001.6
4001.7,29.632,0.207,2.207,43.601,4001.7
4001.8,28.307,0.206,2.188,51.251,4001.8
4001.9,29.055,0.203,2.177,60.067,4001.9
4002.0,28.395,0.2,2.17,70.477,4002.0
4002.1,28.228,0.198,2.164,87.477,4002.1
4002.2,26.615,0.199,2.16,65.806,4002.2
4002.3,28.41,0.203,2.159,62.094,4002.3
4002.4,29.525,0.208,2.16,60.616,4002.4
4002.5,27.747,0.211,2.163,61.033,4002.5
4002.6,26.603,0.213,2.166,59.123,4002.6
4002.7,27.008,0.209,2.167,67.875,4002.7
4002.8,25.487,0.205,2.166,64.953,4002.8
4002.9,26.138,0.201,2.161,72.09,4002.9
4003.0,26.387,0.2,2.158,63.498,4003.0
4003.1,27.34,0.201,2.156,67.087,4003.1
4003.2,27.109,0.203,2.158,74.509,4003.2
4003.3,25.886,0.205,2.163,110.967,4003.3
4003.4,26.592,0.205,2.168,131.884,4003.4
4003.5,28.447,0.205,2.173,143.982,4003.5
4003.6,29.381,0.202,2.176,98.427,4003.6
4003.7,29.112,0.206,2.18,95.153,4003.7
4003.8,29.03,0.212,2.184,108.573,4003.8
4003.9,29.717,0.219,2.191,167.833,4003.9
4004.0,30.169,0.224,2.201,451.806,4004.0
4004.1,31.174,0.229,2.213,1965.861,4004.1
4004.2,30.745,0.23,2.226,62117.23,4004.2
4004.3,30.941,0.227,2.238,814.349,4004.3
4004.4,31.427,0.22,2.244,29.718,4004.4
4004.5,30.524,0.214,2.242,15.638,4004.5
4004.6,29.893,0.212,2.235,25.64,4004.6
4004.7,30.881,0.211,2.23,70.18,4004.7
4004.8,30.345,0.208,2.237,65.669,4004.8
4004.9,31.308,0.205,2.257,13.824,4004.9
4005.0,29.79,0.192,2.287,5.335,4005.0
4005.1,28.198,0.181,2.318,7.378,4005.1
4005.2,25.712,0.174,2.345,7.896,4005.2
4005.3,23.347,0.173,2.367,8.573,4005.3
4005.4,22.492,0.177,2.39,9.491,4005.4
4005.5,22.083,0.181,2.413,25.149,4005.5
4005.6,20.407,0.181,2.432,61.961,4005.6
4005.7,19.408,0.177,2.434,49.279,4005.7
4005.8,19.07,0.172,2.416,30.679,4005.8
4005.9,19.13,0.167,2.385,26.775,4005.9
4006.0,18.307,0.165,2.356,40.624,4006.0
4006.1,18.571,0.167,2.338,41.674,4006.1
4006.2,19.908,0.171,2.332,42.723,4006.2
4006.3,19.968,0.175,2.336,46.202,4006.3
4006.4,19.353,0.177,2.352,53.087,4006.4
4006.5,19.065,0.169,2.382,49.402,4006.5
4006.6,18.376,0.152,2.427,42.497,4006.6
4006.7,19.012,0.136,2.482,40.865,4006.7
4006.8,18.105,0.122,2.538,40.181,4006.8
4006.9,16.787,0.111,2.585,38.747,4006.9
4007.0,16.054,0.103,2.618,38.919,4007.0
4007.1,16.577,0.095,2.637,38.245,4007.1
4007.2,16.204,0.089,2.648,37.465,4007.2
4007.3,16.394,0.088,2.651,37.378,4007.3
4007.4,18.016,0.085,2.64,36.885,4007.4
4007.5,18.469,0.092,2.611,38.966,4007.5
4007.6,17.102,0.098,2.565,38.787,4007.6
4007.7,16.587,0.104,2.51,39.664,4007.7
4007.8,16.435,0.11,2.461,40.232,4007.8
4007.9,16.639,0.114,2.424,40.082,4007.9
4008.0,16.248,0.117,2.401,40.52,4008.0
4008.1,17.084,0.117,2.386,39.336,4008.1
4008.2,17.969,0.116,2.38,39.902,4008.2
4008.3,19.598,0.114,2.381,41.12,4008.3
4008.4,19.07,0.11,2.385,42.702,4008.4
4008.5,19.391,0.11,2.39,45.462,4008.5
4008.6,21.027,0.112,2.392,45.879,4008.6
4008.7,21.945,0.113,2.391,45.284,4008.7
4008.8,21.596,0.114,2.391,44.638,4008.8
4008.9,20.365,0.113,2.395,41.099,4008.9
4009.0,18.304,0.11,2.406,37.946,4009.0
4009.1,18.477,0.107,2.425,40.001,4009.1
4009.2,19.22,0.105,2.448,42.774,4009.2
4009.3,19.588,0.103,2.468,45.408,4009.3
4009.4,18.967,0.101,2.481,46.736,4009.4
4009.5,17.425,0.099,2.486,47.107,4009.5
4009.6,18.257,0.098,2.488,46.124,4009.6
4009.7,18.912,0.097,2.488,46.864,4009.7
4009.8,18.811,0.098,2.486,48.755,4009.8
4009.9,18.459,0.099,2.482,49.268,4009.9
4010.0,18.391,0.1,2.475,51.009,4010.0
4010.1,18.059,0.102,2.467,50.728,4010.1
4010.2,18.413,0.104,2.458,52.264,4010.2
4010.3,17.741,0.107,2.443,54.079,4010.3
4010.4,17.024,0.113,2.425,55.168,4010.4
4010.5,16.74,0.119,2.404,55.336,4010.5
4010.6,18.207,0.123,2.384,56.511,4010.6
4010.7,18.256,0.125,2.37,55.919,4010.7
4010.8,16.16,0.123,2.364,56.599,4010.8
4010.9,15.684,0.12,2.368,56.597,4010.9
4011.0,15.369,0.118,2.376,56.091,4011.0
4011.1,16.208,0.117,2.384,57.558,4011.1
4011.2,16.913,0.117,2.387,57.383,4011.2
4011.3,17.037,0.118,2.387,57.736,4011.3
4011.4,17.592,0.118,2.388,57.734,4011.4
4011.5,16.744,0.119,2.389,57.034,4011.5
4011.6,16.978,0.12,2.39,57.831,4011.6
4011.7,17.12,0.12,2.39,59.757,4011.7
4011.8,16.368,0.123,2.393,60.83,4011.8
4011.9,17.483,0.122,2.398,61.603,4011.9
4012.0,17.215,0.118,2.405,64.069,4012.0
4012.1,18.219,0.117,2.407,63.761,4012.1
4012.2,18.91,0.116,2.406,67.189,4012.2
4012.3,17.993,0.115,2.4,69.697,4012.3
4012.4,16.588,0.117,2.393,69.705,4012.4
4012.5,18.007,0.117,2.387,72.917,4012.5
4012.6,18.642,0.117,2.382,75.653,4012.6
4012.7,18.976,0.119,2.379,68.827,4012.7
4012.8,19.866,0.12,2.377,64.984,4012.8
4012.9,20.411,0.127,2.372,63.226,4012.9
4013.0,18.909,0.137,2.363,63.22,4013.0
4013.1,17.159,0.145,2.351,61.196,4013.1
4013.2,16.79,0.148,2.341,59.836,4013.2
4013.3,18.442,0.145,2.334,55.377,4013.3
4013.4,19.317,0.139,2.329,54.193,4013.4
4013.5,19.38,0.134,2.322,53.405,4013.5
4013.6,19.951,0.131,2.316,52.781,4013.6
4013.7,19.22,0.129,2.315,49.681,4013.7
4013.8,19.733,0.126,2.325,52.637,4013.8
4013.9,20.566,0.123,2.345,53.556,4013.9
4014.0,19.874,0.12,2.37,51.08,4014.0
4014.1,19.018,0.117,2.397,50.513,4014.1
4014.2,18.554,0.115,2.418,51.299,4014.2
4014.3,18.392,0.113,2.431,51.192,4014.3
4014.4,19.901,0.112,2.434,51.525,4014.4
4014.5,19.1,0.113,2.432,53.958,4014.5
4014.6,18.309,0.114,2.428,54.349,4014.6
4014.7,19.427,0.116,2.428,52.258,4014.7
4014.8,19.562,0.118,2.429,52.035,4014.8
4014.9,19.302,0.119,2.429,51.809,4014.9
4015.0,19.838,0.12,2.424,50.724,4015.0
4015.1,19.594,0.121,2.415,50.938,4015.1
4015.2,18.36,0.122,2.408,50.865,4015.2
4015.3,19.145,0.124,2.406,50.582,4015.3
4015.4,18.5,0.125,2.408,51.009,4015.4
4015.5,18.232,0.125,2.409,50.726,4015.5
4015.6,18.874,0.124,2.405,51.516,4015.6
4015.7,20.452,0.126,2.397,50.796,4015.7
4015.8,21.039,0.123,2.389,51.224,4015.8
4015.9,20.005,0.124,2.382,49.604,4015.9
4016.0,18.551,0.125,2.378,49.402,4016.0
4016.1,17.685,0.125,2.374,50.23,4016.1
4016.2,17.591,0.124,2.371,50.865,4016.2
4016.3,18.484,0.123,2.368,50.51,4016.3
4016.4,19.425,0.123,2.367,49.33,4016.4
4016.5,19.27,0.123,2.369,48.726,4016.5
4016.6,17.342,0.124,2.373,48.795,4016.6
4016.7,16.922,0.126,2.379,49.537,4016.7
4016.8,17.868,0.128,2.382,50.056,4016.8
4016.9,16.803,0.129,2.381,50.086,4016.9
4017.0,17.728,0.128,2.376,49.061,4017.0
4017.1,18.311,0.125,2.372,49.128,4017.1
4017.2,17.84,0.121,2.374,48.991,4017.2
4017.3,17.089,0.119,2.38,48.198,4017.3
4017.4,18.043,0.118,2.388,47.876,4017.4
4017.5,17.158,0.118,2.393,48.656,4017.5
4017.6,17.579,0.118,2.396,47.552,4017.6
4017.7,16.873,0.117,2.398,47.171,4017.7
4017.8,16.666,0.116,2.399,46.768,4017.8
4017.9,17.597,0.117,2.399,46.611,4017.9
4018.0,17.78,0.121,2.397,46.609,4018.0
4018.1,17.645,0.122,2.392,45.941,4018.1
4018.2,17.239,0.124,2.385,46.063,4018.2
4018.3,18.489,0.126,2.376,46.769,4018.3
4018.4,18.143,0.128,2.365,47.425,4018.4
4018.5,18.773,0.13,2.353,47.301,4018.5
4018.6,18.698,0.132,2.34,48.131,4018.6
4018.7,17.941,0.136,2.327,47.243,4018.7
4018.8,17.797,0.139,2.313,49.85,4018.8
4018.9,17.037,0.146,2.298,51.085,4018.9
4019.0,18.636,0.152,2.284,52.179,4019.0
4019.1,17.673,0.157,2.273,50.44,4019.1
4019.2,17.036,0.16,2.266,50.578,4019.2
4019.3,16.618,0.166,2.263,49.506,4019.3
4019.4,17.082,0.166,2.26,50.657,4019.4
4019.5,17.63,0.167,2.257,52.265,4019.5
4019.6,18.577,0.164,2.254,54.442,4019.6
4019.7,20.096,0.164,2.253,56.611,4019.7
4019.8,22.544,0.163,2.259,61.09,4019.8
4019.9,23.811,0.163,2.272,71.296,4019.9
4020.0,24.363,0.164,2.286,57.43,4020.0
4020.1,25.083,0.165,2.295,43.26,4020.1
4020.2,25.232,0.164,2.296,46.263,4020.2
4020.3,25.889,0.163,2.292,53.186,4020.3
4020.4,25.973,0.162,2.288,63.053,4020.4
4020.5,22.369,0.163,2.289,75.192,4020.5
4020.6,21.347,0.162,2.296,56.142,4020.6
4020.7,21.97,0.16,2.304,45.884,4020.7
4020.8,22.226,0.158,2.307,47.053,4020.8
4020.9,23.23,0.158,2.301,48.722,4020.9
4021.0,23.049,0.16,2.287,47.428,4021.0
4021.1,23.952,0.167,2.27,48.531,4021.1
4021.2,23.762,0.169,2.255,50.096,4021.2
4021.3,23.275,0.17,2.244,52.76,4021.3
4021.4,23.227,0.168,2.235,52.248,4021.4
4021.5,25.256,0.169,2.224,48.256,4021.5
4021.6,24.286,0.171,2.216,45.458,4021.6
4021.7,21.712,0.176,2.212,43.807,4021.7
4021.8,19.271,0.175,2.211,46.097,4021.8
4021.9,17.812,0.174,2.212,55.004,4021.9
4022.0,18.104,0.173,2.21,54.926,4022.0
4022.1,18.965,0.171,2.209,56.521,4022.1
4022.2,18.494,0.174,2.212,59.658,4022.2
4022.3,17.681,0.174,2.221,59.217,4022.3
4022.4,17.916,0.171,2.232,50.513,4022.4
4022.5,20.134,0.17,2.238,51.525,4022.5
4022.6,20.791,0.171,2.235,54.117,4022.6
4022.7,21.177,0.175,2.223,54.601,4022.7
4022.8,21.842,0.179,2.206,56.171,4022.8
4022.9,21.889,0.182,2.191,56.086,4022.9
4023.0,21.223,0.182,2.18,55.832,4023.0
4023.1,20.85,0.182,2.174,55.252,4023.1
4023.2,20.436,0.178,2.17,55.919,4023.2
4023.3,19.824,0.177,2.167,56.352,4023.3
4023.4,21.855,0.176,2.165,55.332,4023.4
4023.5,21.12,0.176,2.164,55.003,4023.5
4023.6,20.671,0.177,2.161,54.84,4023.6
4023.7,21.52,0.181,2.158,54.675,4023.7
4023.8,22.629,0.185,2.154,53.56,4023.8
4023.9,24.056,0.187,2.151,51.667,4023.9
4024.0,23.086,0.186,2.151,52.482,4024.0
4024.1,21.564,0.184,2.153,51.588,4024.1
4024.2,21.856,0.184,2.156,50.509,4024.2
4024.3,23.196,0.186,2.158,50.017,4024.3
4024.4,24.203,0.189,2.159,49.33,4024.4
4024.5,23.042,0.192,2.159,48.792,4024.5
4024.6,22.667,0.196,2.159,48.658,4024.6
4024.7,23.039,0.199,2.162,47.971,4024.7
4024.8,24.046,0.199,2.166,47.173,4024.8
4024.9,23.993,0.197,2.17,47.299,4024.9
4025.0,25.159,0.194,2.172,47.678,4025.0
4025.1,24.875,0.196,2.173,46.736,4025.1
4025.2,24.178,0.195,2.176,47.174,4025.2
4025.3,25.407,0.191,2.181,46.186,4025.3
4025.4,25.434,0.192,2.189,47.422,4025.4
4025.5,24.623,0.189,2.197,46.126,4025.5
4025.6,24.276,0.192,2.204,47.554,4025.6
4025.7,24.89,0.196,2.212,47.949,4025.7
4025.8,24.513,0.2,2.221,50.372,4025.8
4025.9,24.28,0.2,2.231,51.305,4025.9
4026.0,25.219,0.199,2.241,53.497,4026.0
4026.1,26.066,0.199,2.251,57.656,4026.1
4026.2,26.411,0.201,2.258,60.763,4026.2
4026.3,25.462,0.203,2.264,63.857,4026.3
4026.4,26.925,0.204,2.269,63.98,4026.4
4026.5,30.304,0.204,2.275,69.934,4026.5
4026.6,30.97,0.206,2.282,66.642,4026.6
4026.7,30.303,0.211,2.289,79.023,4026.7
4026.8,31.273,0.215,2.296,89.49,4026.8
4026.9,31.372,0.217,2.303,112.709,4026.9
4027.0,32.243,0.22,2.312,139.61,4027.0
4027.1,33.762,0.219,2.321,125.37,4027.1
4027.2,36.612,0.216,2.331,197.265,4027.2
4027.3,36.984,0.209,2.341,380.366,4027.3
4027.4,40.881,0.206,2.35,223.55,4027.4
4027.5,40.353,0.206,2.359,1072.764,4027.5
4027.6,41.62,0.207,2.365,975.456,4027.6
4027.7,41.326,0.212,2.371,160.077,4027.7
4027.8,42.513,0.21,2.376,238.473,4027.8
4027.9,40.099,0.213,2.386,651.606,4027.9
4028.0,39.123,0.211,2.403,62290.77,4028.0
4028.1,38.588,0.217,2.429,62115.309,4028.1
4028.2,38.522,0.219,2.457,135.447,4028.2
4028.3,40.177,0.223,2.479,42.351,4028.3
4028.4,41.159,0.225,2.489,26.331,4028.4
4028.5,41.101,0.225,2.493,27.074,4028.5
4028.6,41.356,0.222,2.496,5.172,4028.6
4028.7,41.44,0.217,2.499,1.889,4028.7
4028.8,41.281,0.213,2.494,2.449,4028.8
4028.9,42.492,0.211,2.473,2.323,4028.9
4029.0,43.51,0.211,2.442,1.566,4029.0
4029.1,42.032,0.213,2.409,2.894,4029.1
4029.2,41.41,0.215,2.383,2.996,4029.2
4029.3,39.963,0.218,2.369,2.26,4029.3
4029.4,41.02,0.221,2.364,1.567,4029.4
4029.5,39.483,0.224,2.367,177.848,4029.5
4029.6,38.174,0.226,2.37,62202.859,4029.6
4029.7,38.831,0.226,2.369,31061.813,4029.7
4029.8,39.69,0.221,2.362,6.013,4029.8
4029.9,37.654,0.215,2.35,28.109,4029.9
4030.0,37.488,0.209,2.333,3169.507,4030.0
4030.1,38.024,0.206,2.312,94.415,4030.1
4030.2,40.724,0.206,2.29,25.974,4030.2
4030.3,37.991,0.21,2.27,26.103,4030.3
4030.4,36.221,0.212,2.255,46.715,4030.4
4030.5,35.999,0.213,2.246,39.849,4030.5
4030.6,35.78,0.213,2.237,39.286,4030.6
4030.7,36.265,0.212,2.23,54.884,4030.7
4030.8,36.579,0.206,2.224,70.219,4030.8
4030.9,36.407,0.205,2.218,79.637,4030.9
4031.0,36.37,0.205,2.212,87.059,4031.0
4031.1,37.359,0.207,2.205,113.313,4031.1
4031.2,36.813,0.213,2.198,353.888,4031.2
4031.3,34.543,0.213,2.193,571.415,4031.3
4031.4,34.689,0.214,2.19,558.161,4031.4
4031.5,33.66,0.213,2.187,168.569,4031.5
4031.6,33.902,0.21,2.183,169.201,4031.6
4031.7,33.892,0.207,2.181,463.848,4031.7
4031.8,34.066,0.207,2.178,336.411,4031.8
4031.9,33.177,0.21,2.175,80.284,4031.9
4032.0,32.753,0.212,2.172,60.603,4032.0
4032.1,33.744,0.212,2.172,56.504,4032.1
4032.2,31.974,0.212,2.175,54.656,4032.2
4032.3,30.856,0.211,2.179,47.012,4032.3
4032.4,30.27,0.212,2.182,56.783,4032.4
4032.5,30.499,0.214,2.185,60.956,4032.5
4032.6,31.57,0.215,2.194,79.118,4032.6
4032.7,29.858,0.214,2.211,266.158,4032.7
4032.8,28.936,0.211,2.228,459.073,4032.8
