RFR,EXT,DTR,AVG
84.72625355788388,82.54301190902851,87.00956780231964,83.63463273345619
99.08779612446064,98.68748666805888,101.22186587577636,98.88764139625977
105.00007063465837,104.20454515388168,111.98664285714285,104.60230789427003
108.13525728959152,109.00252719091462,110.52449643953494,108.56889224025306
107.98245850574622,109.70516723872547,110.52449643953494,108.84381287223584
102.57961154975216,104.84095663986584,110.52449643953494,103.710284094809
101.4088023174855,101.28551663180808,110.52449643953494,101.34715947464679
98.96014297301302,100.62301794874875,110.52449643953494,99.79158046088088
99.78848344689276,100.48488645664463,110.52449643953494,100.1366849517687
95.64798508310679,102.77938635800795,110.52449643953494,99.21368572055738
105.33873516609523,104.32411524826392,106.1857638225372,104.83142520717958
104.70952640431103,104.54401633357826,106.1857638225372,104.62677136894465
97.63371352947354,100.19582667754338,102.1696726789709,98.91477010350846
98.183253156864,100.00695167294532,102.1696726789709,99.09510241490466
100.2930251250413,100.91365136494785,102.1696726789709,100.60333824499457
98.87808044773755,99.49787940723704,100.29508126666674,99.18797992748729
98.35005492185628,99.06371963796339,102.1696726789709,98.70688727990984
98.81710035460134,99.58208998756021,102.1696726789709,99.19959517108077
97.99056643367112,99.26713276399536,102.1696726789709,98.62884959883324
99.8062860071107,99.57252244757554,100.29508126666674,99.68940422734312
99.89177822131587,99.76273575169205,100.29508126666674,99.82725698650395
97.15611452036599,99.00359063489161,100.29508126666674,98.0798525776288
98.13609060679138,98.63971676230518,100.29508126666674,98.38790368454829
99.7988607497634,100.03515468594861,100.29508126666674,99.91700771785601
98.97482744843204,99.48014139098606,100.29508126666674,99.22748441970904
98.1030276181458,98.46248421699983,100.29508126666674,98.28275591757281
98.61327381702291,98.81947007039385,100.29508126666674,98.71637194370838
90.59679351195065,91.29114060069496,97.51675383359294,90.9439670563228
92.13423504104395,91.63929018046395,85.90192824853698,91.88676261075395
80.60310470268877,82.86463051536379,82.81707916179008,81.73386760902628
83.99570509340978,83.60262254495065,85.90192824853698,83.79916381918022
84.2909181128505,83.92212905173068,85.90192824853698,84.10652358229059
84.61121940068816,84.70379191009411,85.90192824853698,84.65750565539113
84.7121493571001,83.87991558190335,87.00956780231964,84.29603246950172
87.31565911750243,86.11568440907162,87.00956780231964,86.71567176328702
85.61295472894803,86.28455148730171,87.00956780231964,85.94875310812486
94.1398216104206,94.37016867813698,94.73599274814815,94.25499514427878
93.73535950331457,94.13027381538873,97.51675383359294,93.93281665935166
93.0244850365232,92.0012857341549,85.90192824853698,92.51288538533905
88.59083173462928,84.28751758888703,85.90192824853698,86.43917466175816
87.01384149991608,82.24255115635334,94.73599274814815,84.62819632813472
79.43318376284013,80.27120032927563,87.00956780231964,79.85219204605788
85.43907643912767,81.99384912159275,94.73599274814815,83.71646278036022
84.52290270472298,82.62536650139465,100.29508126666674,83.57413460305881
91.67793940729516,92.96578791158447,100.29508126666674,92.32186365943981
95.72461517644528,97.48505758764922,100.29508126666674,96.60483638204725
100.50372858049045,100.10656908730763,100.29508126666674,100.30514883389904
101.27902342525238,100.51945398395831,100.29508126666674,100.89923870460535
101.3310224466013,100.5366233803523,100.29508126666674,100.9338229134768
101.35043207370506,100.25636887966857,97.51675383359294,100.80340047668682
100.99529546657855,99.79710623225627,97.51675383359294,100.39620084941741
95.9921025659361,98.40854307671725,97.51675383359294,97.20032282132667
97.28935343152851,97.15702221848328,97.51675383359294,97.2231878250059
99.58298303065298,97.10581280293108,97.51675383359294,98.34439791679203
99.97695251586168,97.1212112374627,97.51675383359294,98.5490818766622
98.68469868751046,96.46268649331131,97.51675383359294,97.57369259041089
99.66482388941967,97.21973284186095,97.51675383359294,98.4422783656403
97.82154892410885,96.64015451738507,97.51675383359294,97.23085172074695
97.22808151212438,96.06322447541515,97.51675383359294,96.64565299376977
97.233908366818,95.99575340848668,97.51675383359294,96.61483088765235
96.53434589530963,96.24578177380693,97.51675383359294,96.39006383455828
96.11047931342917,95.82169291154374,97.51675383359294,95.96608611248645
95.75502513444135,95.82074401580327,97.51675383359294,95.78788457512232
96.0731479318096,95.64247198387972,97.51675383359294,95.85780995784467
95.68394421595876,95.03340012068966,97.51675383359294,95.3586721683242
98.19266856509165,97.56965412183477,100.29508126666674,97.88116134346322
99.33699894201035,99.3459731308612,100.29508126666674,99.34148603643578
99.19973145846488,98.99277999768347,100.29508126666674,99.09625572807417
99.29142331962663,99.82796849377192,100.29508126666674,99.55969590669928
99.06176151176047,99.3612948627437,100.29508126666674,99.21152818725209
98.8403944938314,98.87741874697775,100.29508126666674,98.85890662040458
