GR,NPHI,RHOB,RT,DEPTH
15.258,0.168,2.19,55.835,3928.6
14.728,0.168,2.189,56.514,3928.7
15.134,0.166,2.188,56.917,3928.8
15.719,0.17,2.186,57.121,3928.9
15.782,0.172,2.183,57.43,3929.0
15.645,0.172,2.18,58.732,3929.1
15.244,0.17,2.178,57.969,3929.2
14.838,0.171,2.178,57.709,3929.3
14.249,0.171,2.18,57.833,3929.4
14.494,0.168,2.184,58.004,3929.5
13.846,0.169,2.187,57.331,3929.6
14.025,0.172,2.188,60.001,3929.7
14.257,0.172,2.187,61.409,3929.8
13.666,0.169,2.184,61.5,3929.9
13.382,0.168,2.183,61.352,3930.0
13.334,0.166,2.182,62.51,3930.1
12.873,0.168,2.183,63.862,3930.2
13.17,0.167,2.185,65.373,3930.3
13.737,0.165,2.185,64.94,3930.4
13.654,0.171,2.186,64.719,3930.5
14.434,0.174,2.188,64.776,3930.6
14.625,0.175,2.191,65.989,3930.7
15.264,0.176,2.194,68.416,3930.8
16.357,0.175,2.195,67.852,3930.9
15.812,0.173,2.195,69.823,3931.0
15.471,0.173,2.196,69.608,3931.1
14.253,0.17,2.197,71.184,3931.2
13.649,0.168,2.198,71.893,3931.3
14.455,0.167,2.197,73.898,3931.4
14.081,0.166,2.193,76.913,3931.5
13.844,0.167,2.189,83.644,3931.6
14.476,0.17,2.187,92.381,3931.7
14.573,0.174,2.187,99.141,3931.8
14.109,0.176,2.186,110.272,3931.9
14.367,0.175,2.185,121.482,3932.0
12.873,0.172,2.183,130.946,3932.1
12.083,0.169,2.18,142.553,3932.2
12.8,0.168,2.179,168.228,3932.3
13.023,0.169,2.18,204.393,3932.4
13.613,0.17,2.182,280.899,3932.5
14.398,0.17,2.184,432.559,3932.6
14.472,0.167,2.187,1087.927,3932.7
14.945,0.166,2.19,62241.914,3932.8
14.272,0.168,2.193,45033.836,3932.9
13.348,0.168,2.196,62290.77,3933.0
13.709,0.168,2.198,62290.77,3933.1
14.433,0.167,2.2,62290.77,3933.2
14.311,0.166,2.202,62290.77,3933.3
14.727,0.165,2.206,62290.77,3933.4
16.456,0.165,2.212,62290.77,3933.5
16.199,0.162,2.222,62290.77,3933.6
16.766,0.164,2.235,62290.77,3933.7
18.288,0.167,2.254,62290.77,3933.8
20.247,0.17,2.276,62290.77,3933.9
22.967,0.175,2.302,62290.77,3934.0
25.643,0.175,2.33,62290.77,3934.1
30.004,0.175,2.361,62290.77,3934.2
31.61,0.17,2.392,62290.77,3934.3
32.512,0.17,2.419,62290.77,3934.4
34.544,0.167,2.441,62290.77,3934.5
35.999,0.164,2.456,62290.77,3934.6
36.883,0.167,2.466,62116.863,3934.7
40.585,0.176,2.475,685.947,3934.8
44.042,0.191,2.485,57.904,3934.9
48.975,0.207,2.498,11.337,3935.0
53.962,0.23,2.513,6.391,3935.1
58.697,0.249,2.528,5.099,3935.2
61.004,0.261,2.543,4.916,3935.3
61.52,0.269,2.553,4.771,3935.4
64.097,0.266,2.556,4.112,3935.5
63.546,0.265,2.554,3.514,3935.6
62.908,0.273,2.549,2.328,3935.7
62.194,0.277,2.549,1.568,3935.8
57.783,0.269,2.555,2.05,3935.9
56.77,0.263,2.558,2.903,3936.0
58.659,0.267,2.55,4.457,3936.1
61.626,0.264,2.531,4.618,3936.2
63.447,0.265,2.514,3.736,3936.3
62.526,0.262,2.506,3.397,3936.4
62.568,0.261,2.505,3.507,3936.5
60.217,0.257,2.504,3.614,3936.6
58.287,0.255,2.499,4.193,3936.7
57.485,0.254,2.491,4.572,3936.8
55.885,0.251,2.486,5.006,3936.9
52.961,0.245,2.485,5.081,3937.0
53.12,0.239,2.488,5.332,3937.1
52.462,0.239,2.493,5.383,3937.2
51.078,0.238,2.498,5.244,3937.3
51.349,0.237,2.497,5.985,3937.4
53.209,0.237,2.487,6.995,3937.5
52.819,0.243,2.47,7.148,3937.6
51.432,0.244,2.45,7.375,3937.7
50.954,0.242,2.435,7.235,3937.8
50.952,0.242,2.423,6.735,3937.9
51.524,0.239,2.414,6.997,3938.0
49.67,0.231,2.404,7.33,3938.1
49.731,0.228,2.394,7.914,3938.2
48.94,0.225,2.384,8.414,3938.3
48.141,0.222,2.377,8.54,3938.4
47.077,0.224,2.374,9.087,3938.5
45.98,0.229,2.373,8.864,3938.6
45.559,0.232,2.37,8.172,3938.7
44.347,0.234,2.367,8.066,3938.8
44.72,0.23,2.364,7.519,3938.9
45.446,0.226,2.365,7.704,3939.0
44.464,0.224,2.366,7.443,3939.1
44.819,0.225,2.368,7.403,3939.2
45.59,0.229,2.367,7.492,3939.3
46.295,0.231,2.365,8.26,3939.4
46.531,0.229,2.364,8.095,3939.5
47.357,0.225,2.365,8.114,3939.6
47.223,0.222,2.369,7.374,3939.7
47.589,0.222,2.373,7.057,3939.8
50.02,0.226,2.377,6.61,3939.9
49.373,0.232,2.378,6.513,3940.0
47.74,0.236,2.377,6.321,3940.1
48.949,0.239,2.375,6.069,3940.2
49.187,0.24,2.375,5.928,3940.3
49.992,0.242,2.376,5.688,3940.4
50.358,0.242,2.38,5.658,3940.5
48.422,0.243,2.387,4.915,3940.6
48.921,0.246,2.395,4.586,3940.7
50.351,0.251,2.403,4.318,3940.8
51.071,0.254,2.409,4.427,3940.9
53.345,0.257,2.414,4.383,3941.0
53.553,0.26,2.418,4.33,3941.1
53.466,0.257,2.421,4.257,3941.2
54.399,0.256,2.424,4.342,3941.3
55.391,0.257,2.427,4.353,3941.4
56.569,0.262,2.435,4.342,3941.5
54.072,0.268,2.451,4.386,3941.6
51.841,0.271,2.475,4.253,3941.7
49.232,0.277,2.504,3.942,3941.8
49.423,0.278,2.532,3.684,3941.9
49.686,0.278,2.549,3.387,3942.0
52.39,0.276,2.55,3.381,3942.1
57.89,0.276,2.535,3.629,3942.2
60.035,0.277,2.515,3.745,3942.3
60.693,0.283,2.496,3.682,3942.4
61.287,0.283,2.481,3.568,3942.5
61.639,0.285,2.472,3.388,3942.6
62.908,0.283,2.467,3.214,3942.7
66.301,0.283,2.467,3.108,3942.8
68.367,0.285,2.472,3.085,3942.9
70.064,0.286,2.478,3.021,3943.0
69.349,0.291,2.485,2.966,3943.1
67.218,0.299,2.499,2.859,3943.2
63.862,0.306,2.52,2.775,3943.3
60.167,0.311,2.547,2.687,3943.4
56.752,0.317,2.57,2.636,3943.5
58.563,0.321,2.577,2.502,3943.6
60.38,0.326,2.569,2.49,3943.7
61.395,0.327,2.556,2.559,3943.8
63.583,0.324,2.551,2.64,3943.9
64.876,0.322,2.555,2.722,3944.0
69.702,0.327,2.563,2.763,3944.1
72.824,0.336,2.567,2.768,3944.2
73.763,0.346,2.567,2.802,3944.3
72.995,0.352,2.566,2.769,3944.4
73.638,0.346,2.563,2.738,3944.5
75.933,0.347,2.557,2.73,3944.6
76.858,0.355,2.548,2.922,3944.7
77.868,0.353,2.54,3.084,3944.8
79.262,0.35,2.54,3.237,3944.9
81.458,0.35,2.552,3.092,3945.0
79.087,0.351,2.573,3.18,3945.1
78.13,0.351,2.593,2.995,3945.2
77.596,0.352,2.605,2.726,3945.3
76.883,0.351,2.614,2.956,3945.4
74.978,0.349,2.631,3.701,3945.5
71.258,0.344,2.663,3.951,3945.6
65.996,0.329,2.696,3.786,3945.7
64.811,0.306,2.71,3.094,3945.8
62.102,0.278,2.701,2.56,3945.9
61.922,0.253,2.681,3.176,3946.0
62.06,0.231,2.664,4.081,3946.1
61.34,0.223,2.652,4.144,3946.2
62.082,0.225,2.636,4.303,3946.3
62.898,0.237,2.614,4.332,3946.4
62.383,0.266,2.594,4.85,3946.5
61.013,0.294,2.582,5.598,3946.6
61.104,0.312,2.578,6.597,3946.7
62.923,0.321,2.58,7.083,3946.8
65.398,0.333,2.585,6.44,3946.9
67.137,0.34,2.593,5.884,3947.0
69.533,0.344,2.6,5.56,3947.1
69.809,0.343,2.602,5.659,3947.2
68.659,0.335,2.599,5.595,3947.3
67.195,0.329,2.601,5.555,3947.4
64.474,0.324,2.616,5.584,3947.5
63.53,0.328,2.639,5.775,3947.6
61.478,0.334,2.659,5.441,3947.7
64.242,0.338,2.663,4.953,3947.8
66.352,0.34,2.649,4.749,3947.9
67.379,0.337,2.62,4.733,3948.0
65.523,0.325,2.59,4.863,3948.1
63.261,0.31,2.57,5.418,3948.2
61.291,0.298,2.562,5.649,3948.3
61.662,0.291,2.561,5.32,3948.4
60.901,0.288,2.566,5.101,3948.5
59.248,0.288,2.574,5.132,3948.6
56.564,0.288,2.582,5.063,3948.7
55.119,0.285,2.587,4.727,3948.8
53.651,0.283,2.593,4.616,3948.9
50.766,0.281,2.61,5.023,3949.0
50.621,0.28,2.633,6.259,3949.1
53.578,0.274,2.647,6.501,3949.2
55.104,0.274,2.639,3.008,3949.3
55.663,0.277,2.61,1.871,3949.4
54.481,0.282,2.581,2.342,3949.5
53.154,0.284,2.571,2.366,3949.6
52.633,0.285,2.582,2.18,3949.7
51.934,0.287,2.6,2.389,3949.8
52.352,0.286,2.612,2.857,3949.9
50.582,0.285,2.617,2.994,3950.0
48.213,0.281,2.619,1.683,3950.1
46.412,0.275,2.623,1.637,3950.2
43.668,0.265,2.632,1.822,3950.3
40.802,0.254,2.642,2.515,3950.4
39.818,0.245,2.652,3.534,3950.5
37.337,0.239,2.655,3.846,3950.6
36.34,0.235,2.65,4.576,3950.7
36.029,0.231,2.637,5.635,3950.8
34.976,0.223,2.623,5.95,3950.9
33.098,0.219,2.611,6.747,3951.0
30.361,0.204,2.602,8.92,3951.1
28.855,0.187,2.59,14.838,3951.2
27.765,0.171,2.569,35.262,3951.3
26.616,0.166,2.533,46.85,3951.4
24.912,0.164,2.479,37.97,3951.5
21.728,0.162,2.416,33.324,3951.6
20.404,0.162,2.356,38.308,3951.7
18.557,0.161,2.31,44.975,3951.8
16.014,0.158,2.28,48.364,3951.9
15.179,0.154,2.259,52.48,3952.0
15.33,0.151,2.243,62.752,3952.1
15.175,0.148,2.229,74.615,3952.2
15.19,0.15,2.219,84.982,3952.3
15.667,0.154,2.213,80.217,3952.4
15.731,0.158,2.21,71.07,3952.5
15.454,0.161,2.211,67.44,3952.6
16.158,0.163,2.211,67.542,3952.7
16.407,0.168,2.209,68.126,3952.8
16.496,0.169,2.207,67.965,3952.9
16.142,0.167,2.204,69.153,3953.0
14.908,0.167,2.202,70.011,3953.1
14.867,0.167,2.201,71.647,3953.2
14.909,0.169,2.2,72.52,3953.3
14.705,0.167,2.2,74.828,3953.4
15.362,0.165,2.2,75.107,3953.5
16.436,0.164,2.199,75.388,3953.6
17.476,0.164,2.199,75.294,3953.7
16.511,0.165,2.2,75.462,3953.8
15.764,0.166,2.204,76.498,3953.9
16.869,0.164,2.208,78.172,3954.0
17.259,0.164,2.211,78.7,3954.1
16.597,0.167,2.214,77.723,3954.2
16.236,0.167,2.215,78.63,3954.3
15.496,0.166,2.217,78.832,3954.4
15.581,0.166,2.22,79.013,3954.5
15.937,0.163,2.22,78.936,3954.6
16.497,0.164,2.218,78.993,3954.7
16.541,0.164,2.213,80.59,3954.8
15.795,0.166,2.207,80.396,3954.9
15.217,0.168,2.202,80.5,3955.0
15.148,0.17,2.199,80.393,3955.1
15.441,0.169,2.199,79.708,3955.2
15.89,0.164,2.201,79.166,3955.3
16.064,0.158,2.202,79.549,3955.4
15.972,0.161,2.203,78.026,3955.5
15.734,0.161,2.203,78.703,3955.6
15.886,0.16,2.204,77.572,3955.7
15.946,0.159,2.206,77.196,3955.8
14.886,0.158,2.207,76.2,3955.9
14.219,0.157,2.207,76.105,3956.0
14.257,0.155,2.207,75.317,3956.1
14.881,0.153,2.207,75.248,3956.2
14.789,0.152,2.207,74.684,3956.3
13.97,0.152,2.206,74.271,3956.4
14.114,0.152,2.205,74.753,3956.5
13.615,0.15,2.204,74.406,3956.6
14.123,0.149,2.204,74.361,3956.7
14.236,0.15,2.204,74.062,3956.8
14.057,0.152,2.204,74.223,3956.9
14.363,0.155,2.204,74.339,3957.0
14.239,0.156,2.205,74.06,3957.1
14.085,0.156,2.205,73.086,3957.2
14.872,0.156,2.205,72.508,3957.3
15.602,0.156,2.205,71.991,3957.4
15.721,0.157,2.206,72.248,3957.5
14.307,0.156,2.207,72.643,3957.6
14.358,0.153,2.207,72.732,3957.7
15.112,0.15,2.206,72.508,3957.8
14.697,0.148,2.204,72.027,3957.9
14.634,0.147,2.202,71.789,3958.0
14.153,0.148,2.201,71.785,3958.1
14.196,0.149,2.2,71.035,3958.2
14.713,0.15,2.202,70.012,3958.3
15.104,0.15,2.205,69.409,3958.4
15.632,0.151,2.21,69.265,3958.5
16.347,0.152,2.213,68.533,3958.6
17.004,0.153,2.216,66.88,3958.7
17.763,0.154,2.217,65.597,3958.8
16.557,0.154,2.218,66.089,3958.9
16.016,0.157,2.22,67.307,3959.0
16.982,0.154,2.221,68.245,3959.1
17.963,0.154,2.222,68.922,3959.2
16.893,0.153,2.221,68.783,3959.3
17.408,0.151,2.22,70.291,3959.4
17.202,0.15,2.22,70.894,3959.5
17.443,0.15,2.22,71.339,3959.6
18.02,0.151,2.219,72.691,3959.7
18.189,0.152,2.217,73.449,3959.8
18.151,0.153,2.215,73.995,3959.9
16.888,0.153,2.211,74.545,3960.0
17.32,0.153,2.207,74.201,3960.1
17.897,0.153,2.206,74.821,3960.2
18.133,0.153,2.206,73.856,3960.3
18.365,0.153,2.206,73.856,3960.4
17.345,0.154,2.207,73.651,3960.5
17.828,0.155,2.207,73.583,3960.6
18.422,0.156,2.206,72.467,3960.7
18.304,0.156,2.205,72.707,3960.8
19.414,0.154,2.204,71.95,3960.9
19.327,0.155,2.201,71.403,3961.0
18.435,0.158,2.197,71.921,3961.1
17.381,0.161,2.193,71.918,3961.2
17.884,0.163,2.191,71.529,3961.3
18.359,0.161,2.19,70.954,3961.4
18.251,0.157,2.192,72.241,3961.5
18.401,0.153,2.197,70.755,3961.6
17.866,0.149,2.204,68.962,3961.7
18.426,0.146,2.212,67.999,3961.8
18.55,0.143,2.222,67.126,3961.9
17.582,0.143,2.23,67.94,3962.0
16.483,0.144,2.233,67.126,3962.1
16.219,0.146,2.232,66.844,3962.2
17.29,0.146,2.224,66.722,3962.3
16.532,0.148,2.215,66.953,3962.4
16.848,0.15,2.207,67.415,3962.5
16.367,0.153,2.201,67.764,3962.6
14.32,0.155,2.196,67.355,3962.7
14.168,0.156,2.191,67.126,3962.8
14.363,0.156,2.187,67.062,3962.9
14.952,0.156,2.184,65.706,3963.0
15.635,0.155,2.183,65.537,3963.1
15.844,0.155,2.185,65.041,3963.2
15.019,0.155,2.186,64.39,3963.3
14.655,0.156,2.186,63.753,3963.4
14.131,0.157,2.183,64.391,3963.5
14.165,0.157,2.18,64.342,3963.6
14.196,0.156,2.177,65.373,3963.7
13.995,0.156,2.178,65.265,3963.8
13.523,0.156,2.181,66.264,3963.9
14.515,0.157,2.186,65.539,3964.0
15.328,0.158,2.191,65.532,3964.1
16.77,0.158,2.196,62.226,3964.2
16.97,0.156,2.199,63.343,3964.3
15.622,0.155,2.202,64.4,3964.4
15.269,0.156,2.203,67.773,3964.5
16.776,0.156,2.204,66.378,3964.6
17.145,0.157,2.204,65.483,3964.7
17.897,0.157,2.204,65.708,3964.8
16.87,0.158,2.204,66.261,3964.9
16.716,0.159,2.204,64.659,3965.0
15.842,0.16,2.204,64.235,3965.1
14.506,0.163,2.204,65.261,3965.2
15.025,0.163,2.207,65.205,3965.3
14.847,0.163,2.21,64.822,3965.4
15.802,0.164,2.211,64.357,3965.5
16.779,0.165,2.212,64.123,3965.6
16.623,0.166,2.213,63.539,3965.7
16.359,0.166,2.214,63.122,3965.8
16.264,0.166,2.215,63.019,3965.9
16.699,0.166,2.213,63.381,3966.0
16.289,0.167,2.208,62.653,3966.1
15.708,0.169,2.202,60.956,3966.2
15.854,0.172,2.196,60.863,3966.3
15.861,0.172,2.195,60.042,3966.4
14.788,0.176,2.197,61.451,3966.5
15.008,0.173,2.199,62.766,3966.6
15.302,0.172,2.199,63.701,3966.7
15.034,0.17,2.197,64.287,3966.8
16.05,0.168,2.195,64.718,3966.9
17.352,0.166,2.193,65.644,3967.0
18.281,0.166,2.192,63.96,3967.1
17.743,0.166,2.194,62.111,3967.2
16.951,0.167,2.196,64.178,3967.3
16.747,0.168,2.199,64.718,3967.4
16.01,0.166,2.201,65.646,3967.5
15.806,0.165,2.204,64.444,3967.6
16.25,0.163,2.205,64.179,3967.7
15.658,0.163,2.205,64.768,3967.8
16.002,0.163,2.203,64.501,3967.9
15.493,0.162,2.202,65.538,3968.0
14.997,0.163,2.203,65.648,3968.1
15.831,0.165,2.206,65.319,3968.2
15.551,0.164,2.208,65.983,3968.3
15.495,0.163,2.208,65.427,3968.4
16.383,0.161,2.204,64.932,3968.5
16.201,0.16,2.199,64.606,3968.6
17.002,0.159,2.194,64.283,3968.7
17.191,0.156,2.193,64.228,3968.8
16.626,0.155,2.195,63.593,3968.9
15.933,0.154,2.196,63.697,3969.0
15.089,0.154,2.197,63.331,3969.1
13.938,0.155,2.198,63.436,3969.2
14.135,0.154,2.199,63.644,3969.3
14.703,0.153,2.199,63.226,3969.4
14.615,0.152,2.198,63.067,3969.5
15.334,0.152,2.197,61.997,3969.6
14.443,0.154,2.197,61.996,3969.7
15.205,0.157,2.199,61.744,3969.8
15.38,0.159,2.203,60.858,3969.9
15.505,0.157,2.206,61.104,3970.0
14.504,0.154,2.206,61.347,3970.1
14.603,0.152,2.204,60.323,3970.2
17.003,0.152,2.201,59.755,3970.3
16.819,0.154,2.201,60.374,3970.4
15.616,0.157,2.203,60.467,3970.5
15.996,0.16,2.206,59.476,3970.6
16.262,0.162,2.207,58.823,3970.7
14.969,0.161,2.208,59.189,3970.8
15.374,0.16,2.209,58.273,3970.9
16.61,0.159,2.212,57.562,3971.0
16.13,0.159,2.214,58.922,3971.1
16.6,0.161,2.215,60.68,3971.2
16.484,0.164,2.214,62.599,3971.3
17.675,0.164,2.212,60.116,3971.4
17.461,0.163,2.211,56.56,3971.5
17.291,0.16,2.211,55.798,3971.6
16.948,0.156,2.211,56.557,3971.7
16.877,0.154,2.21,56.679,3971.8
16.546,0.152,2.21,54.849,3971.9
17.014,0.151,2.21,54.041,3972.0
17.739,0.151,2.211,55.754,3972.1
17.117,0.152,2.212,57.245,3972.2
16.506,0.152,2.215,55.495,3972.3
17.605,0.152,2.219,53.96,3972.4
17.085,0.152,2.222,55.168,3972.5
16.647,0.152,2.224,55.173,3972.6
17.369,0.152,2.226,55.171,3972.7
19.031,0.152,2.228,56.356,3972.8
17.995,0.153,2.23,57.648,3972.9
17.516,0.152,2.23,57.83,3973.0
17.804,0.151,2.229,59.614,3973.1
16.758,0.15,2.228,60.324,3973.2
16.177,0.148,2.227,59.85,3973.3
16.464,0.145,2.226,60.23,3973.4
16.927,0.144,2.226,60.423,3973.5
15.62,0.145,2.226,61.199,3973.6
16.189,0.147,2.228,60.908,3973.7
15.271,0.149,2.228,61.498,3973.8
15.53,0.149,2.228,61.896,3973.9
17.222,0.149,2.228,61.748,3974.0
17.799,0.15,2.23,62.301,3974.1
19.009,0.151,2.232,62.658,3974.2
18.839,0.152,2.234,62.504,3974.3
17.156,0.152,2.233,62.607,3974.4
17.031,0.15,2.23,62.915,3974.5
16.642,0.149,2.227,63.018,3974.6
17.97,0.149,2.224,62.968,3974.7
16.659,0.15,2.224,63.122,3974.8
16.975,0.151,2.225,63.174,3974.9
15.863,0.152,2.225,63.015,3975.0
15.969,0.153,2.223,61.947,3975.1
16.124,0.155,2.219,62.197,3975.2
17.137,0.157,2.214,61.398,3975.3
16.61,0.158,2.21,61.398,3975.4
17.6,0.158,2.207,61.396,3975.5
18.477,0.159,2.206,60.905,3975.6
19.321,0.162,2.209,60.231,3975.7
18.847,0.16,2.211,61.006,3975.8
17.811,0.161,2.211,60.713,3975.9
18.584,0.161,2.208,61.201,3976.0
18.503,0.16,2.206,61.505,3976.1
18.108,0.158,2.202,61.299,3976.2
18.573,0.158,2.198,61.446,3976.3
18.742,0.158,2.194,60.811,3976.4
19.399,0.159,2.192,61.498,3976.5
18.18,0.158,2.193,61.496,3976.6
18.791,0.157,2.197,61.005,3976.7
20.142,0.156,2.204,61.253,3976.8
18.565,0.156,2.211,61.8,3976.9
17.593,0.158,2.22,63.175,3977.0
17.96,0.161,2.229,63.02,3977.1
17.408,0.165,2.236,63.54,3977.2
16.689,0.161,2.241,63.434,3977.3
17.453,0.16,2.243,63.02,3977.4
18.479,0.158,2.244,63.701,3977.5
17.483,0.156,2.245,64.719,3977.6
17.578,0.153,2.247,66.044,3977.7
17.854,0.151,2.251,67.298,3977.8
18.64,0.149,2.258,67.641,3977.9
19.548,0.148,2.269,65.346,3978.0
19.78,0.147,2.283,65.154,3978.1
18.459,0.144,2.299,65.927,3978.2
17.601,0.142,2.314,65.707,3978.3
17.724,0.137,2.327,66.61,3978.4
17.533,0.132,2.338,67.706,3978.5
17.138,0.124,2.347,65.816,3978.6
17.602,0.12,2.355,65.707,3978.7
17.957,0.117,2.361,66.493,3978.8
17.352,0.116,2.366,66.507,3978.9
17.381,0.115,2.373,68.474,3979.0
16.872,0.117,2.383,67.417,3979.1
16.705,0.116,2.392,68.596,3979.2
16.656,0.116,2.398,68.113,3979.3
17.316,0.116,2.398,65.766,3979.4
18.358,0.116,2.395,67.536,3979.5
17.172,0.113,2.391,69.569,3979.6
16.384,0.113,2.387,68.359,3979.7
17.85,0.113,2.386,68.959,3979.8
17.669,0.113,2.389,68.722,3979.9
17.424,0.113,2.394,69.944,3980.0
18.869,0.114,2.4,70.191,3980.1
19.519,0.113,2.406,69.692,3980.2
19.123,0.11,2.411,68.597,3980.3
19.263,0.11,2.414,68.357,3980.4
18.734,0.106,2.416,67.767,3980.5
17.781,0.105,2.419,68.478,3980.6
18.263,0.104,2.425,68.84,3980.7
17.778,0.104,2.434,69.45,3980.8
17.755,0.103,2.441,69.884,3980.9
16.164,0.103,2.443,69.324,3981.0
16.442,0.1,2.438,68.355,3981.1
16.087,0.1,2.43,67.298,3981.2
17.779,0.1,2.42,67.529,3981.3
17.499,0.101,2.411,67.006,3981.4
18.329,0.103,2.404,66.379,3981.5
20.298,0.105,2.398,66.263,3981.6
19.061,0.107,2.391,65.153,3981.7
17.099,0.109,2.382,65.592,3981.8
17.195,0.111,2.373,65.111,3981.9
17.273,0.115,2.364,63.962,3982.0
17.356,0.118,2.358,63.751,3982.1
16.192,0.121,2.355,63.855,3982.2
15.544,0.122,2.353,63.322,3982.3
15.226,0.12,2.353,60.232,3982.4
16.354,0.121,2.354,60.715,3982.5
16.149,0.121,2.357,62.103,3982.6
16.969,0.12,2.36,63.855,3982.7
17.187,0.119,2.362,63.121,3982.8
16.508,0.121,2.363,62.76,3982.9
16.077,0.12,2.362,62.404,3983.0
16.574,0.119,2.361,63.017,3983.1
16.589,0.118,2.361,62.505,3983.2
16.25,0.117,2.362,62.812,3983.3
15.965,0.117,2.364,62.915,3983.4
16.795,0.118,2.368,62.809,3983.5
16.361,0.12,2.372,61.696,3983.6
17.022,0.121,2.376,61.797,3983.7
17.774,0.12,2.377,61.993,3983.8
18.109,0.122,2.375,60.517,3983.9
16.892,0.122,2.371,56.343,3984.0
17.768,0.123,2.369,56.772,3984.1
18.859,0.126,2.37,57.295,3984.2
19.03,0.123,2.373,57.558,3984.3
18.958,0.125,2.375,57.56,3984.4
19.357,0.126,2.373,58.186,3984.5
16.62,0.126,2.367,58.914,3984.6
17.459,0.123,2.359,59.192,3984.7
17.666,0.12,2.353,59.382,3984.8
17.6,0.117,2.35,60.817,3984.9
17.378,0.115,2.352,61.998,3985.0
18.425,0.114,2.356,62.302,3985.1
18.57,0.114,2.362,62.913,3985.2
18.753,0.114,2.367,62.406,3985.3
20.284,0.114,2.372,63.648,3985.4
21.472,0.115,2.375,64.067,3985.5
21.195,0.117,2.38,63.016,3985.6
21.415,0.118,2.386,62.304,3985.7
20.364,0.122,2.39,63.548,3985.8
20.22,0.122,2.388,64.935,3985.9
20.578,0.119,2.379,65.822,3986.0
19.141,0.123,2.368,68.001,3986.1
18.828,0.124,2.36,68.118,3986.2
18.926,0.126,2.357,67.418,3986.3
18.748,0.123,2.358,67.297,3986.4
18.62,0.125,2.361,67.065,3986.5
18.998,0.125,2.363,66.607,3986.6
18.605,0.126,2.361,66.605,3986.7
17.948,0.126,2.354,65.932,3986.8
18.525,0.128,2.345,65.819,3986.9
18.961,0.13,2.337,66.954,3987.0
20.211,0.13,2.332,68.356,3987.1
20.05,0.131,2.328,67.881,3987.2
20.723,0.132,2.326,67.124,3987.3
20.326,0.138,2.324,67.298,3987.4
19.628,0.138,2.323,67.534,3987.5
18.741,0.141,2.321,68.837,3987.6
18.398,0.142,2.317,68.358,3987.7
18.943,0.141,2.315,68.354,3987.8
19.221,0.137,2.317,66.947,3987.9
19.271,0.132,2.322,65.592,3988.0
18.692,0.129,2.328,65.043,3988.1
18.408,0.129,2.33,65.262,3988.2
19.248,0.131,2.329,65.48,3988.3
18.913,0.135,2.326,64.279,3988.4
19.148,0.138,2.324,62.707,3988.5
19.906,0.142,2.319,61.995,3988.6
18.256,0.142,2.313,61.496,3988.7
17.543,0.138,2.308,61.251,3988.8
17.724,0.137,2.308,61.797,3988.9
18.254,0.136,2.315,62.199,3989.0
18.348,0.134,2.328,62.301,3989.1
16.699,0.13,2.343,62.708,3989.2
17.713,0.125,2.358,62.555,3989.3
19.081,0.121,2.372,62.398,3989.4
18.503,0.119,2.382,60.812,3989.5
18.262,0.119,2.386,61.895,3989.6
17.477,0.12,2.384,61.346,3989.7
17.523,0.12,2.379,60.418,3989.8
17.667,0.12,2.375,59.189,3989.9
17.125,0.121,2.37,58.45,3990.0
17.3,0.125,2.362,56.475,3990.1
17.114,0.126,2.348,56.0,3990.2
17.221,0.126,2.331,55.335,3990.3
16.953,0.125,2.318,55.916,3990.4
16.184,0.128,2.309,55.542,3990.5
15.441,0.133,2.304,55.251,3990.6
15.189,0.136,2.299,55.337,3990.7
15.85,0.138,2.291,56.603,3990.8
17.736,0.139,2.28,58.236,3990.9
19.035,0.141,2.267,60.037,3991.0
18.463,0.142,2.256,59.471,3991.1
17.862,0.144,2.245,59.475,3991.2
17.568,0.146,2.235,60.956,3991.3
17.666,0.147,2.227,61.101,3991.4
19.099,0.149,2.221,60.905,3991.5
20.111,0.153,2.218,60.423,3991.6
20.246,0.156,2.218,61.198,3991.7
22.093,0.16,2.218,60.283,3991.8
24.228,0.166,2.217,59.85,3991.9
26.475,0.166,2.217,60.338,3992.0
26.97,0.172,2.216,64.823,3992.1
28.705,0.173,2.214,64.601,3992.2
31.871,0.176,2.212,62.603,3992.3
31.927,0.179,2.211,59.558,3992.4
32.941,0.182,2.211,57.124,3992.5
37.202,0.185,2.212,58.834,3992.6
38.985,0.187,2.213,63.336,3992.7
37.284,0.19,2.212,65.426,3992.8
37.527,0.195,2.211,64.823,3992.9
37.833,0.2,2.21,64.5,3993.0
36.417,0.203,2.21,65.04,3993.1
34.958,0.203,2.213,64.488,3993.2
33.252,0.202,2.217,60.703,3993.3
33.223,0.201,2.22,70.708,3993.4
32.404,0.201,2.221,294.917,3993.5
30.678,0.202,2.227,62290.77,3993.6
28.903,0.202,2.244,62115.012,3993.7
27.531,0.203,2.269,31.706,3993.8
28.683,0.2,2.29,24.343,3993.9
27.184,0.197,2.297,27.138,3994.0
26.464,0.19,2.287,36.612,3994.1
25.621,0.186,2.27,45.836,3994.2
24.476,0.183,2.26,30.226,3994.3
22.294,0.183,2.258,27.008,3994.4
20.757,0.184,2.261,34.672,3994.5
21.13,0.188,2.266,65.16,3994.6
20.088,0.192,2.269,183.822,3994.7
18.544,0.194,2.268,143.519,3994.8
19.647,0.195,2.262,137.04,3994.9
