GR,NPHI,RHOB,RT,DEPTH,DT
10.402000000000001,0.07200000000000001,2.594,2.0354896541506533,3213.7,62.6064268280476
11.325,0.076,2.594,2.0029653829692218,3213.8,63.868005821841905
12.784,0.08,2.593,2.032480952816333,3213.9,64.47492438747263
15.203,0.083,2.59,2.041609863370829,3214.0,64.10303918963359
18.554000000000002,0.086,2.5869999999999997,2.025381264829892,3214.1,62.69209115012632
20.025,0.085,2.5869999999999997,1.9527438886338782,3214.2,62.87020885915703
18.616,0.083,2.591,1.8716483189122117,3214.3,62.53616010586091
18.262999999999998,0.08,2.596,1.8451422457931683,3214.4,62.59885015511166
16.942999999999998,0.078,2.6,1.8861601446495393,3214.5,64.00673033889933
14.187000000000001,0.075,2.6010000000000004,1.9856801618653614,3214.6,64.53456703686516
13.145,0.073,2.6,2.017034081551219,3214.7,64.18438842383382
12.699000000000002,0.073,2.6,1.9885590452026627,3214.8,64.21956598480277
13.402000000000001,0.073,2.602,1.9881482832334452,3214.9,64.00067271300942
14.33,0.07400000000000001,2.6039999999999996,1.9801735400211669,3215.0,63.82268280480009
13.41,0.075,2.605,1.9818287128128356,3215.1,64.66329932877194
12.703,0.076,2.603,1.9576975467714854,3215.2,64.6227218891486
13.429,0.077,2.6010000000000004,1.9397483469415044,3215.3,64.44753640110137
13.970999999999998,0.076,2.6010000000000004,1.9306514680946736,3215.4,64.28554751629446
12.822000000000001,0.075,2.602,1.9130917543955799,3215.5,64.44472441947136
11.305,0.07400000000000001,2.603,1.8920571905434187,3215.6,63.4413064164653
9.215,0.073,2.6039999999999996,1.8736466287002393,3215.7,63.70527607953227
8.436,0.071,2.6039999999999996,1.8583271801667258,3215.8,62.66153603652863
7.152,0.068,2.602,1.8664030122238209,3215.9,62.21853799276627
5.712000000000001,0.064,2.5989999999999998,1.8594181177018698,3216.0,61.42249791109048
4.513999999999999,0.065,2.595,1.8460898137731023,3216.1,60.902336313086366
4.229,0.066,2.592,1.8130316045035946,3216.2,61.00775351730944
3.9419999999999997,0.066,2.59,1.807632818384345,3216.3,61.38018570847522
3.41,0.067,2.591,1.8059910514747795,3216.4,61.20139547514855
3.09,0.069,2.592,1.8035233361482972,3216.5,61.767833765576434
3.5380000000000003,0.07,2.591,1.8097630936676299,3216.6,61.7400045042876
3.457,0.07200000000000001,2.5869999999999997,1.7907589688944714,3216.7,61.87368691533904
3.5,0.073,2.582,1.749199854809259,3216.8,61.3102706509407
3.23,0.073,2.5780000000000003,1.7803614242756858,3216.9,61.339329733218555
2.9939999999999998,0.07200000000000001,2.5780000000000003,1.7243724505262,3217.0,61.700586931077865
3.2489999999999997,0.07200000000000001,2.5810000000000004,1.766783483157878,3217.1,61.74916556168281
3.125,0.071,2.585,1.7700249770820489,3217.2,61.79125003742441
2.687,0.071,2.59,1.785741396902492,3217.3,61.97649943064075
3.049,0.07,2.594,1.8066480817218056,3217.4,61.76863694817279
3.198,0.067,2.5980000000000003,1.8167772322033429,3217.5,61.27112551105911
3.535,0.064,2.603,1.8522272159951447,3217.6,60.67811167458675
3.39,0.062,2.6069999999999998,1.8719560112223317,3217.7,60.22114677463587
3.608,0.061,2.61,1.9022567689910337,3217.8,60.34703272139424
3.53,0.06,2.614,1.9302162123750708,3217.9,60.176596915658905
3.987,0.06,2.6180000000000003,1.943764992708925,3218.0,60.06121129295157
4.422,0.06,2.6210000000000004,1.9650122509287997,3218.1,59.794220145136094
4.772,0.06,2.622,1.967392037871213,3218.2,59.64160799511911
5.292999999999999,0.06,2.622,1.9979602998119528,3218.3,60.37488656207049
5.68,0.06,2.623,2.0049873557548885,3218.4,60.32841468422733
6.343999999999999,0.061,2.6260000000000003,2.0421290067958564,3218.5,60.86245174349783
7.6339999999999995,0.062,2.6289999999999996,2.0396606716679915,3218.6,61.53833738252825
9.156,0.064,2.6310000000000002,2.0392703769905594,3218.7,60.862837995154344
10.329,0.066,2.6310000000000002,2.0425181875752383,3218.8,60.57727978305071
11.956,0.069,2.63,2.0518133745623617,3218.9,61.70902565976766
14.064,0.073,2.6289999999999996,2.0619138248116196,3219.0,63.78966179521415
16.685,0.076,2.6289999999999996,2.0716613543608737,3219.1,64.61937614198835
19.070999999999998,0.078,2.63,2.076813090326144,3219.2,64.35762032286081
21.345,0.078,2.6319999999999997,2.0538672905604054,3219.3,64.38297277930516
22.362,0.076,2.633,2.022474286038583,3219.4,63.63805452568903
21.808000000000003,0.075,2.634,2.0186294022830786,3219.5,63.84214549792576
22.705,0.07400000000000001,2.634,2.016901023204938,3219.6,62.36350501408997
21.473000000000003,0.075,2.634,2.001344855943414,3219.7,63.972006089842615
20.72,0.076,2.636,2.004044277207389,3219.8,63.85150475545471
20.503,0.078,2.64,2.004448562638406,3219.9,64.06318284984019
21.013,0.08,2.6439999999999997,1.995380354053401,3220.0,63.71936251640617
21.247,0.081,2.6430000000000002,1.9424756866066786,3220.1,63.32681633378283
21.77,0.084,2.635,1.8561417281573231,3220.2,64.68347503664424
21.749000000000002,0.08900000000000001,2.625,1.77240674071224,3220.3,61.627236728609766
21.268,0.095,2.6180000000000003,1.740641598049445,3220.4,65.22429032158512
22.94,0.102,2.613,1.7263316639055997,3220.5,66.97753257102643
24.754,0.106,2.609,1.6978150230515134,3220.6,68.98454474739886
26.27,0.10800000000000001,2.605,1.638025369286013,3220.7,69.78934682065645
27.048000000000002,0.106,2.602,1.5100594684538216,3220.8,69.86281499245347
27.39,0.107,2.597,1.3759914681239935,3220.9,69.03484821707491
25.980999999999998,0.105,2.593,1.3018252044934406,3221.0,68.7553331980416
24.958000000000002,0.10300000000000001,2.589,1.3563504847468184,3221.1,68.52273530153361
24.808000000000003,0.10099999999999999,2.5869999999999997,1.3212223643761758,3221.2,68.37566554432678
23.721999999999998,0.09699999999999999,2.585,1.347293623770158,3221.3,67.79834741483472
24.141,0.099,2.585,1.3612329305245194,3221.4,68.17722565352805
24.701999999999998,0.098,2.5869999999999997,1.4235901458635876,3221.5,68.06147147313553
24.013,0.09699999999999999,2.588,1.43746264769429,3221.6,67.9764148264951
22.476999999999997,0.095,2.59,1.404870746692826,3221.7,68.08294947127258
22.344,0.094,2.59,1.4085449700547104,3221.8,67.9623581366089
21.043000000000003,0.09300000000000001,2.589,1.4279160358107101,3221.9,67.00038400179925
22.287,0.09300000000000001,2.589,1.4429109615387867,3222.0,66.97640178640486
23.09,0.094,2.59,1.4319844870370064,3222.1,67.49618625093534
22.302,0.095,2.592,1.4478597167780454,3222.2,67.36847324299869
22.305,0.096,2.593,1.457917104792858,3222.3,67.44595073620295
21.941999999999997,0.096,2.592,1.4637182580846944,3222.4,67.43618921389569
22.159000000000002,0.096,2.593,1.45558718761584,3222.5,67.43792321801493
22.366999999999997,0.095,2.594,1.441255919193865,3222.6,67.59743573853763
21.886,0.094,2.596,1.4480947620253375,3222.7,67.08278796501779
22.354,0.094,2.596,1.4357985560229798,3222.8,67.45402369507839
22.875,0.096,2.595,1.431745624023808,3222.9,67.74544051381318
23.425,0.098,2.594,1.4480947620253375,3223.0,67.4973832691749
23.464000000000002,0.10099999999999999,2.594,1.4295932855150382,3223.1,67.94935067941931
24.186,0.10300000000000001,2.595,1.4350845252893227,3223.2,68.49879436996524
24.546999999999997,0.105,2.596,1.4223851812642443,3223.3,68.74093977884436
25.56,0.107,2.596,1.383039068399218,3223.4,68.82864349251943
27.855999999999998,0.109,2.597,1.3880428316540074,3223.5,69.09711195589239
28.555999999999997,0.11199999999999999,2.597,1.3504080825554816,3223.6,69.52276424561722
28.198,0.114,2.596,1.3457327493637679,3223.7,71.3943244330974
28.214000000000002,0.11599999999999999,2.594,1.3206886040218968,3223.8,71.98323821972225
29.363000000000003,0.11699999999999999,2.592,1.2884058603007653,3223.9,71.89030364375328
31.011999999999997,0.11800000000000001,2.592,1.2889571282309331,3224.0,72.1382688595451
30.858,0.11900000000000001,2.591,1.2458822074031457,3224.1,72.14745162940973
30.177,0.12,2.589,1.2217144858020932,3224.2,71.80180358215404
31.119,0.122,2.585,1.2573239798229305,3224.3,72.30292086564309
31.336,0.122,2.583,1.2169877414034307,3224.4,71.94596535554885
29.954,0.125,2.582,1.1878434223960523,3224.5,72.43389469587716
30.875,0.124,2.582,1.176498827325181,3224.6,71.7180579647656
31.393,0.126,2.5810000000000004,1.1451777578154305,3224.7,72.4261254745938
32.474000000000004,0.127,2.5789999999999997,1.1505720275988207,3224.8,72.99525330540419
33.129,0.128,2.576,1.191191469961203,3224.9,73.36287178794154
32.479,0.128,2.574,1.2281774930227534,3225.0,73.98204819161009
33.574,0.127,2.572,1.1990607599649152,3225.1,72.99381377875247
34.25,0.128,2.57,1.208960345836975,3225.2,73.34495087209793
33.953,0.126,2.565,1.128171090909654,3225.3,72.29620487251094
35.044000000000004,0.126,2.5610000000000004,1.2092588087551734,3225.4,72.30835607999684
35.294000000000004,0.127,2.563,1.2392434184078553,3225.5,73.35864709853433
35.305,0.125,2.57,1.3220224710997504,3225.6,73.10167406875352
35.163000000000004,0.126,2.577,1.3088732141513058,3225.7,73.12846586005827
34.171,0.122,2.58,1.3238869009912735,3225.8,72.61587109145387
34.177,0.11900000000000001,2.5780000000000003,1.3094133167839328,3225.9,71.9750041209335
32.292,0.115,2.575,1.3339478807476814,3226.0,72.89750558959967
30.206,0.11199999999999999,2.574,1.3775058550868113,3226.1,69.22031711565708
28.432,0.106,2.577,1.4908795763099651,3226.2,69.7643543689821
27.741,0.1,2.5810000000000004,1.5612975371061655,3226.3,71.33397121749215
27.103,0.096,2.5860000000000003,1.5839149552030145,3226.4,68.71523803246119
26.976,0.094,2.591,1.6074359097634274,3226.5,69.50494330818823
26.412,0.09300000000000001,2.597,1.5935117618838412,3226.6,69.20766473314279
26.796,0.09300000000000001,2.6010000000000004,1.5957445853020977,3226.7,69.46085899430226
27.074,0.094,2.603,1.599387576580599,3226.8,69.59450539974598
26.75,0.095,2.605,1.6066339851013662,3226.9,69.6595674928884
26.772,0.096,2.608,1.6128321455021157,3227.0,69.53404789193988
26.756999999999998,0.095,2.61,1.618199418102673,3227.1,69.40482161265858
26.585,0.09699999999999999,2.611,1.5983769650746755,3227.2,69.45183468334433
26.598000000000003,0.1,2.609,1.578153622394334,3227.3,70.62297015954108
26.669,0.10300000000000001,2.6039999999999996,1.5407307144243096,3227.4,71.42516113626719
27.648000000000003,0.109,2.597,1.5040773967762742,3227.5,70.02749172865184
29.281999999999996,0.11599999999999999,2.591,1.4502076868635432,3227.6,75.27614398247785
30.781,0.122,2.5860000000000003,1.441019260809137,3227.7,75.08089596521052
32.481,0.129,2.582,1.40044378422431,3227.8,75.6437118691369
33.703,0.136,2.5789999999999997,1.365581319522349,3227.9,74.71696232123203
36.314,0.141,2.576,1.266384064447333,3228.0,74.57237828234675
38.562,0.146,2.572,1.1131724399994394,3228.1,74.77203082750583
38.466,0.145,2.568,1.0253244928982777,3228.2,74.5431303242999
38.891,0.15,2.565,1.0278321066070624,3228.3,72.66573245064673
40.1,0.147,2.565,1.0083228173206489,3228.4,73.88038072718751
40.452,0.145,2.5669999999999997,1.0310469691723436,3228.5,74.47768101604579
39.306,0.141,2.57,1.0828216027617856,3228.6,74.50886857598347
37.691,0.138,2.572,1.1118575154181303,3228.7,74.08928321514664
36.117,0.13,2.574,1.0929295055326116,3228.8,73.47394222282122
34.332,0.11900000000000001,2.574,1.1092224677801252,3228.9,71.34593181852277
30.81,0.10800000000000001,2.577,1.155937355287379,3229.0,69.02055119944988
29.166,0.099,2.583,1.2897834607390468,3229.1,68.99165829431413
27.718000000000004,0.096,2.59,1.3711807233098425,3229.2,68.18453103769467
25.881,0.094,2.596,1.4637182580846944,3229.3,68.3517151728429
25.874000000000002,0.095,2.602,1.4553538970513853,3229.4,68.54292589471189
26.296,0.096,2.6069999999999998,1.441729068007991,3229.5,68.63160828285592
25.482,0.099,2.608,1.4405457759518066,3229.6,68.61302382028461
27.037,0.10099999999999999,2.6039999999999996,1.4386495914538187,3229.7,68.95256291944885
28.525,0.107,2.597,1.431745624023808,3229.8,69.33671547720071
30.814,0.114,2.59,1.3517029163502716,3229.9,71.40348077376659
32.429,0.122,2.5860000000000003,1.332366019094335,3230.0,72.73947406020669
33.821,0.127,2.5839999999999996,1.2878542883066382,3230.1,73.687581001632
34.56,0.131,2.585,1.2570395252626283,3230.2,73.89070711815629
35.059,0.135,2.585,1.2337257624752838,3230.3,74.48097017335063
34.725,0.132,2.5860000000000003,1.2544757864990428,3230.4,74.10825109735887
35.834,0.132,2.588,1.2550460745099365,3230.5,74.07955267813337
35.505,0.139,2.59,1.1960414339996557,3230.6,74.588739051924
35.693000000000005,0.142,2.593,1.136550128008502,3230.7,74.62675696389226
34.785,0.139,2.595,1.0804483180404385,3230.8,74.84018115295288
34.288000000000004,0.138,2.596,0.9936220748104786,3230.9,74.63994838960623
34.201,0.139,2.595,0.9802040576178078,3231.0,74.8048214373197
32.631,0.136,2.593,1.061602463034209,3231.1,74.9662746696235
34.198,0.136,2.592,1.166582415107377,3231.2,74.42785182307142
34.413000000000004,0.13699999999999998,2.591,1.2519054580812388,3231.3,74.6574420599959
36.33,0.138,2.59,1.2906091109854827,3231.4,74.5383352377543
37.096,0.138,2.59,1.3026409761226372,3231.5,74.49806488114076
36.601,0.136,2.591,1.2249512107111278,3231.6,74.33294610110389
34.562,0.13,2.592,1.1817271953786161,3231.7,73.7019209569134
33.364000000000004,0.121,2.592,1.2316852428924718,3231.8,72.21616272876007
31.090999999999998,0.114,2.593,1.285644952969961,3231.9,71.13612856097478
28.525,0.105,2.594,1.355835153635182,3232.0,69.36287045866442
25.789,0.098,2.596,1.4357985560229798,3232.1,68.26725362943198
23.539,0.096,2.5989999999999998,1.4913298239537716,3232.2,67.70957959624582
22.455,0.096,2.602,1.5357913722658016,3232.3,67.50075422947785
22.558000000000003,0.09699999999999999,2.6039999999999996,1.5501124463492855,3232.4,67.26546499392737
23.288,0.1,2.6039999999999996,1.535576063835645,3232.5,68.62140369181111
24.346999999999998,0.10099999999999999,2.6,1.4969408812069542,3232.6,68.61747115930781
25.331999999999997,0.10400000000000001,2.596,1.4206957878372228,3232.7,68.63009102797159
25.434,0.10800000000000001,2.593,1.3982229319851645,3232.8,68.7172717709299
25.758000000000003,0.11199999999999999,2.59,1.3511851840063227,3232.9,68.8546778721117
25.924,0.11599999999999999,2.588,1.4464482839396378,3233.0,73.88601470569024
26.59,0.11800000000000001,2.5869999999999997,1.4112308464099221,3233.1,71.44061279425796
27.48,0.113,2.5860000000000003,1.3885418336603699,3233.2,69.02949719088359
26.658,0.109,2.588,1.3820353041995073,3233.3,68.82792797259451
25.533,0.10300000000000001,2.59,1.3648153294427665,3233.4,68.66672547416537
23.831,0.1,2.593,1.4100108877372066,3233.5,67.79127178530746
24.228,0.095,2.596,1.44361942773916,3233.6,68.07384466354411
21.9,0.09,2.597,1.4537193374346797,3233.7,66.40822949961571
20.714000000000002,0.086,2.5980000000000003,1.523226215615035,3233.8,64.7671100371617
20.137999999999998,0.08199999999999999,2.5989999999999998,1.5853501169050104,3233.9,65.0006194998291
18.404,0.079,2.602,1.5800091017432882,3234.0,64.7556157533279
16.941,0.078,2.6069999999999998,1.5789787049493917,3234.1,65.35679667809679
16.394000000000002,0.081,2.61,1.5812441780633186,3234.2,64.97539020353877
16.287,0.083,2.611,1.58739678155722,3234.3,65.05148562832454
17.167,0.087,2.611,1.5991855359697489,3234.4,65.1494117480284
19.168,0.09,2.609,1.5983769650746755,3234.5,63.83768550525843
21.576999999999998,0.096,2.6060000000000003,1.6040232797326015,3234.6,66.43059405250092
24.070999999999998,0.102,2.6,1.5615073786765503,3234.7,69.73776960577737
25.84,0.107,2.594,1.506962120844864,3234.8,69.62731534822997
26.726999999999997,0.11,2.588,1.4710949628123557,3234.9,69.18190322563255
25.723000000000003,0.114,2.583,1.4664909031141673,3235.0,73.9410436735839
26.061999999999998,0.11800000000000001,2.5789999999999997,1.4322232930082903,3235.1,72.4383316255407
28.366999999999997,0.122,2.576,1.3249507308788386,3235.2,72.46433360187095
28.454,0.12300000000000001,2.576,1.3058974240478616,3235.3,72.23091299152536
28.311,0.122,2.5780000000000003,1.3704190119616004,3235.4,72.46606861818985
