DEPTH,DT,GR,NPHI,RHOB,RT,DEPTH
1394.7648,154.284194,142.714492,0.42419999,1.84519994,1.22759997,1394.7648
1394.9172,144.670806,146.098007,0.4147,1.85280001,1.12010002,1394.9172
1395.0696,144.552902,152.975204,0.47889998,1.85909998,1.16460001,1395.0696
1395.222,140.058395,156.276199,0.4402,1.88660001,1.0453,1395.222
1395.3744,141.1501,157.101394,0.38019999,1.93029999,1.07449996,1395.3744
1395.5268,139.725601,153.085205,0.3684,1.94920003,1.09619998,1395.5268
1395.6792,143.018493,150.059204,0.44699999,1.93459999,1.17219996,1395.6792
1395.8316,146.411499,149.976699,0.52079999,1.91400003,1.24129998,1395.8316
1395.984,146.391799,154.378097,0.51999998,1.91170001,1.09730005,1395.984
1396.1364,145.539596,159.164596,0.40200001,1.93570005,0.98680001,1396.1364
1396.2888,141.681198,158.889495,0.37319999,1.97969996,0.98580002,1396.2888
1396.4412,138.307907,155.120803,0.3594,1.99839997,0.98009997,1396.4412
1396.5936,139.066802,153.360305,0.3583,1.95039999,1.01670002,1396.5936
1396.746,139.240493,154.543106,0.3429,1.91159999,1.02830004,1396.746
1396.8984,138.684906,155.643493,0.3377,1.89810001,1.09070003,1396.8984
1397.0508,139.042205,153.9104,0.3515,1.93229997,1.18229997,1397.0508
1397.2032,138.288192,155.203292,0.3522,1.95389997,1.21150004,1397.2032
1397.3556,138.258804,158.421798,0.28659999,1.96659994,1.30799996,1397.3556
1397.508,137.137603,158.972,0.2976,1.93850004,1.31519997,1397.508
1397.6604,137.504806,156.221099,0.3059,1.92519998,1.33899998,1397.6604
1397.8128,137.230895,156.963897,0.39779999,1.89180004,1.32369995,1397.8128
1397.9652,141.194305,159.439697,0.44499999,1.86699998,1.27049994,1397.9652
1398.1176,141.348403,157.128997,0.60949999,1.8046,1.24349999,1398.1176
1398.27,139.920898,152.067398,0.66879999,1.77839994,1.28079998,1398.27
1398.4224,135.827896,147.198394,0.59780001,1.78100001,0.99089998,1398.4224
1398.5748,137.999603,143.072097,0.4695,1.8111,1.24199998,1398.5748
1398.7272,141.700897,139.055801,0.43259999,1.83990001,1.38310003,1398.7272
1398.8796,138.924392,136.222503,0.41659998,1.87779998,1.12639999,1398.8796
1399.032,133.592407,139.358398,0.42759999,1.93060004,1.16620004,1399.032
1399.1844,131.455001,141.559097,0.35899999,1.96469998,1.17709994,1399.1844
1399.3368,128.852294,146.042999,0.31240001,1.95729994,1.18529999,1399.3368
1399.4892,123.0923,150.361801,0.30540001,1.91439998,1.13960003,1399.4892
1399.6416,126.4589,151.159606,0.3174,1.90330004,1.20340001,1399.6416
1399.794,132.723495,145.492797,0.3488,1.91820001,1.24469995,1399.794
1399.9464,134.464202,140.348693,0.34529998,1.9756,1.22090005,1399.9464
1400.0988,136.077194,144.309906,0.3666,2.00040006,1.16750001,1400.0988
1400.2512,132.828598,155.395904,0.36430001,2.01839995,1.13329994,1400.2512
1400.4036,131.205703,160.539993,0.29949998,2.01250004,1.2443,1400.4036
1400.556,134.195297,159.329605,0.28519999,2.00830006,1.13639998,1400.556
1400.7084,140.405899,157.761596,0.27079999,1.99810004,1.07430005,1400.7084
1400.8608,139.866897,154.625595,0.29210001,1.96650004,1.11459994,1400.8608
1401.0132,133.636596,149.509002,0.33000001,1.95459997,1.07739996,1401.0132
1401.1656,133.279205,146.290496,0.3716,1.9253,1.06009995,1401.1656
1401.318,133.944793,146.565597,0.3919,1.94149994,1.08299994,1401.318
1401.4704,130.704101,148.573699,0.37049999,1.94410002,1.10020005,1401.4704
1401.6228,136.439498,148.876296,0.33529999,1.96280002,1.21130001,1401.6228
1401.7752,132.356399,146.675704,0.31869998,1.94930005,1.15310001,1401.7752
1401.9276,134.796997,144.392395,0.30579999,1.93850004,1.32190001,1401.9276
1402.08,134.375793,144.282394,0.33719998,1.9325,1.27830004,1402.08
1402.2324,132.649902,142.741897,0.35049998,1.89709997,1.32579994,1402.2324
1402.3848,131.518905,145.492797,0.34009999,1.90919995,1.40219998,1402.3848
1402.5372,131.494293,141.559097,0.30809998,1.91429996,1.29209995,1402.5372
1402.6896,130.586196,142.081695,0.33379998,1.96220004,1.34909999,1402.6896
1402.842,131.895904,139.798492,0.31069999,1.95519995,1.25730001,1402.842
1402.9944,131.509002,140.706298,0.32789999,1.95399999,1.16019999,1402.9944
1403.1468,131.151702,140.623794,0.2962,1.9404,1.15009999,1403.1468
1403.2992,131.940093,142.081695,0.33669999,1.93560004,1.12399995,1403.2992
1403.4516,133.171203,139.606002,0.33799999,1.93830001,1.11319994,1403.4516
1403.604,129.841995,141.063903,0.33259999,1.94319999,1.15369999,1403.604
1403.7564,132.282699,139.605895,0.3296,1.94050002,1.20270001,1403.7564
1403.9088,132.111999,143.457199,0.33509999,1.93879997,1.19980001,1403.9088
1404.0612,140.019104,146.785705,0.3328,1.9447,1.06089997,1404.0612
1404.2136,139.651901,145.850402,0.3289,1.96099996,1.25530004,1404.2136
1404.366,140.019104,145.767898,0.3269,1.96899998,1.26699995,1404.366
1404.5184,139.607696,141.449005,0.33939999,1.96150004,1.34609997,1404.5184
1404.6708,138.386398,139.330902,0.35469999,1.95630002,1.10080003,1404.6708
1404.8232,142.102401,135.204605,0.38199999,1.93889999,1.07469999,1404.8232
1404.9756,139.778503,134.021697,0.40920001,1.93149995,1.09930002,1404.9756
1405.128,130.361404,135.507202,0.4289,1.90690004,1.05889999,1405.128
1405.2804,138.009399,132.838897,0.44440001,1.89320003,1.04719996,1405.2804
1405.4328,142.077896,132.838897,0.465,1.89310002,1.06379997,1405.4328
1405.5852,138.924392,132.921401,0.40279999,1.89209997,1.0532,1405.5852
1405.7376,133.666,137.872894,0.3637,1.90489995,1.0345,1405.7376
1405.89,134.670501,137.405303,0.35899999,1.91089999,1.02779996,1405.89
1406.0424,144.293792,140.073593,0.3551,1.93130004,1.09140002,1406.0424
1406.1948,144.705093,142.824401,0.35699999,1.92869997,1.27279996,1406.1948
1406.3472,145.882202,145.740402,0.37709999,1.93480002,1.14530003,1406.3472
1406.4996,140.233993,141.889205,0.4217,1.92569994,1.00539994,1406.4996
1406.652,133.465805,134.104202,0.4151,1.92330002,1.2127,1406.652
1406.8044,141.500595,126.787002,0.42429998,1.90489995,1.09870004,1406.8044
1406.9568,145.990295,125.604103,0.46029999,1.90149998,0.9713,1406.9568
1407.1092,144.616699,128.822601,0.5471,1.91849994,0.99110001,1407.1092
1407.2616,142.626693,133.774093,0.57539999,1.9196,0.9961,1407.2616
1407.414,145.782104,134.6819,0.50010001,1.91040003,1.02349996,1407.414
1407.5664,143.936401,131.931106,0.4591,1.88950002,0.95990002,1407.5664
1407.7188,145.316696,127.061996,0.3869,1.88429999,0.9555,1407.7188
1407.8712,140.499206,124.586303,0.39320001,1.88469994,0.99260002,1407.8712
1408.0236,143.684097,125.108901,0.39079999,1.86829996,1.06400001,1408.0236
1408.176,143.028305,126.401802,0.42539998,1.85020005,1.01789999,1408.176
1408.3284,146.734405,125.769096,0.47249999,1.84860002,1.09930002,1408.3284
1408.4808,144.367401,121.752899,0.44359999,1.8542,1.0424,1408.4808
1408.6332,147.606292,119.277099,0.4855,1.85759997,1.02600002,1408.6332
1408.7856,148.783401,118.809501,0.45399999,1.84290003,0.98849999,1408.7856
1408.938,143.395401,122.935798,0.51139998,1.83500003,0.98669999,1408.938
1409.0904,146.475296,124.118598,0.48579999,1.84010004,1.02810001,1409.0904
1409.2428,148.916,125.659103,0.47299998,1.84769999,1.03460001,1409.2428
1409.3952,148.539001,122.908302,0.50429999,1.82659995,1.03569996,1409.3952
1409.5476,148.548797,122.000503,0.43329998,1.81009995,1.07389998,1409.5476
1409.7,148.753906,117.984199,0.45629999,1.79949998,1.13090002,1409.7
1409.8524,142.190795,118.616897,0.4045,1.79999995,1.3147,1409.8524
1410.0048,143.603607,121.175201,0.45899999,1.79449999,0.94340002,1410.0048
1410.1572,147.347198,126.869499,0.4794,1.77939999,0.95770001,1410.1572
1410.3096,153.503799,127.502197,0.58819997,1.7558,1.14769995,1410.3096
1410.462,150.945297,124.393699,0.51929998,1.74030005,0.96359997,1410.462
1410.6144,146.778594,121.532798,0.50779998,1.72080004,1.10239994,1410.6144
1410.7668,145.980392,123.568496,0.44589999,1.73549997,1.11380004,1410.7668
1410.9192,144.205398,127.694801,0.42590001,1.72640001,1.14499998,1410.9192
1411.0716,141.169692,131.656005,0.37040001,1.72860002,1.11290001,1411.0716
1411.224,140.371505,135.397201,0.39829999,1.72150003,1.05169999,1411.224
1411.3764,138.709396,139.881103,0.4925,1.73670005,1.2256,1411.3764
1411.5288,140.082901,141.421493,0.58579999,1.77859997,1.24039995,1411.5288
1411.6812,142.146606,138.505599,0.60930001,1.8068,1.21249997,1411.6812
1411.8336,141.789199,133.086395,0.5974,1.83700001,1.06449997,1411.8336
1411.986,142.4794,130.143005,0.53229999,1.82809996,1.19340002,1411.986
1412.1384,139.984695,128.657501,0.52819997,1.83010005,1.19420003,1412.1384
1412.2908,138.484603,132.783798,0.54189997,1.83280003,1.22969996,1412.2908
1412.4432,145.936203,134.351806,0.67699998,1.84159994,1.07599997,1412.4432
1412.5956,142.597305,136.1949,0.5489,1.84350001,1.25390005,1412.5956
1412.748,144.626602,134.461898,0.51399999,1.83140003,1.07159996,1412.748
1412.9004,142.812194,133.911697,0.47549998,1.82109999,1.32829999,1412.9004
1413.0528,138.298004,134.186798,0.58429998,1.83529996,1.2414,1413.0528
1413.2052,138.827301,138.147994,0.61839997,1.86479997,1.2285,1413.2052
1413.3576,144.690399,142.741897,0.65939998,1.88849997,0.87999999,1413.3576
1413.51,145.4346,147.776,0.57050001,1.90620005,1.14110004,1413.51
1413.6624,145.165603,145.465301,0.5004,1.90489995,0.81639999,1413.6624
